"","transponder","yday","box","date_","time_","april_day","sunrise","em_time","ID"
"1","0190000000008001",91,150,"2021-04-01",4.63888888888889,1,4.93083333333333,-17.5166666666664,"B4X8017"
"2","0190000000008001",92,150,"2021-04-02",4.62805555555556,2,4.89666666666667,-16.1166666666668,"B4X8017"
"3","0190000000008001",93,150,"2021-04-03",4.83361111111111,3,4.86277777777778,-1.75000000000017,"B4X8017"
"4","0190000000008001",94,150,"2021-04-04",4.66472222222222,4,4.82861111111111,-9.83333333333327,"B4X8017"
"5","0190000000008001",95,150,"2021-04-05",4.75,5,4.79472222222222,-2.68333333333322,"B4X8017"
"6","0190000000008001",96,150,"2021-04-06",4.67527777777778,6,4.76111111111111,-5.14999999999995,"B4X8017"
"7","0190000000008001",97,150,"2021-04-07",4.72361111111111,7,4.7275,-0.233333333333317,"B4X8017"
"8","0190000000008001",98,150,"2021-04-08",4.65222222222222,8,4.69388888888889,-2.50000000000007,"B4X8017"
"9","0190000000008001",99,150,"2021-04-09",4.48555555555556,9,4.66055555555556,-10.5000000000003,"B4X8017"
"10","0190000000008001",100,150,"2021-04-10",4.37,10,4.6275,-15.45,"B4X8017"
"11","0190000000008001",101,150,"2021-04-11",4.49222222222222,11,4.59444444444444,-6.13333333333307,"B4X8017"
"12","0190000000008001",102,150,"2021-04-12",4.56138888888889,12,4.56166666666667,-0.0166666666668824,"B4X8017"
"13","0190000000008001",103,150,"2021-04-13",4.46666666666667,13,4.52916666666667,-3.75000000000021,"B4X8017"
"14","0190000000008001",104,150,"2021-04-14",4.465,14,4.49666666666667,-1.90000000000019,"B4X8017"
"15","0190000000008001",105,150,"2021-04-15",4.23305555555556,15,4.46444444444444,-13.8833333333331,"B4X8017"
"16","0190000000008001",106,150,"2021-04-16",4.21083333333333,16,4.4325,-13.3,"B4X8017"
"17","0190000000008001",107,150,"2021-04-17",4.28638888888889,17,4.40083333333333,-6.86666666666646,"B4X8017"
"18","0190000000008001",108,150,"2021-04-18",4.31722222222222,18,4.36916666666667,-3.11666666666689,"B4X8017"
"19","01D0000000008001",93,227,"2021-04-03",4.79972222222222,3,4.86277777777778,-3.7833333333335,"B4X1879"
"20","01D0000000008001",94,227,"2021-04-04",4.65916666666667,4,4.82861111111111,-10.1666666666666,"B4X1879"
"21","01D0000000008001",95,227,"2021-04-05",4.35972222222222,5,4.79472222222222,-26.0999999999999,"B4X1879"
"22","01D0000000008001",96,227,"2021-04-06",4.64027777777778,6,4.76111111111111,-7.24999999999996,"B4X1879"
"23","01D0000000008001",97,227,"2021-04-07",4.62555555555556,7,4.7275,-6.11666666666666,"B4X1879"
"24","01D0000000008001",98,227,"2021-04-08",4.65916666666667,8,4.69388888888889,-2.08333333333339,"B4X1879"
"25","01D0000000008001",99,227,"2021-04-09",4.65472222222222,9,4.66055555555556,-0.350000000000268,"B4X1879"
"26","01D0000000008001",100,227,"2021-04-10",4.61194444444444,10,4.6275,-0.933333333333373,"B4X1879"
"27","01D0000000008001",101,227,"2021-04-11",4.47722222222222,11,4.59444444444444,-7.03333333333305,"B4X1879"
"28","01D0000000008001",102,227,"2021-04-12",4.51333333333333,12,4.56166666666667,-2.90000000000019,"B4X1879"
"29","01D0000000008001",103,227,"2021-04-13",4.51777777777778,13,4.52916666666667,-0.683333333333547,"B4X1879"
"30","01D0000000008001",107,227,"2021-04-17",4.31916666666667,17,4.40083333333333,-4.89999999999986,"B4X1879"
"31","01D0000000008001",111,227,"2021-04-21",4.24222222222222,21,4.27611111111111,-2.03333333333328,"B4X1879"
"32","01D0000000008001",116,227,"2021-04-26",4.00111111111111,26,4.12666666666667,-7.5333333333335,"B4X1879"
"33","020196A801AF0001",94,39,"2021-04-04",4.335,4,4.82861111111111,-29.6166666666666,"B4H1675"
"34","020196A801AF0001",97,39,"2021-04-07",4.23333333333333,7,4.7275,-29.65,"B4H1675"
"35","020196A801AF0001",98,39,"2021-04-08",4.20083333333333,8,4.69388888888889,-29.5833333333334,"B4H1675"
"36","020196A801AF0001",103,39,"2021-04-13",4.0825,13,4.52916666666667,-26.8000000000002,"B4H1675"
"37","020196A801AF0001",104,39,"2021-04-14",3.94694444444444,14,4.49666666666667,-32.9833333333335,"B4H1675"
"38","020196A801AF0001",105,39,"2021-04-15",3.70972222222222,15,4.46444444444444,-45.2833333333331,"B4H1675"
"39","020196A801AF0001",106,39,"2021-04-16",3.68944444444444,16,4.4325,-44.5833333333333,"B4H1675"
"40","020196A801AF0001",107,39,"2021-04-17",3.77166666666667,17,4.40083333333333,-37.7499999999998,"B4H1675"
"41","020196A801AF0001",108,39,"2021-04-18",3.76694444444444,18,4.36916666666667,-36.1333333333335,"B4H1675"
"42","020196A801AF0001",109,39,"2021-04-19",3.63,19,4.33805555555556,-42.4833333333336,"B4H1675"
"43","020196A801AF0001",110,39,"2021-04-20",3.75138888888889,20,4.30694444444444,-33.3333333333331,"B4H1675"
"44","020196A801AF0001",111,39,"2021-04-21",3.51361111111111,21,4.27611111111111,-45.7499999999999,"B4H1675"
"45","0320000000008001",91,210,"2021-04-01",4.28777777777778,1,4.93083333333333,-38.5833333333331,"B4P9926"
"46","0320000000008001",91,211,"2021-04-01",4.82555555555555,1,4.93083333333333,-6.31666666666648,"B4P9926"
"47","0320000000008001",92,210,"2021-04-02",4.28388888888889,2,4.89666666666667,-36.7666666666669,"B4P9926"
"48","0320000000008001",93,210,"2021-04-03",4.30888888888889,3,4.86277777777778,-33.2333333333335,"B4P9926"
"49","0320000000008001",93,211,"2021-04-03",4.78666666666667,3,4.86277777777778,-4.56666666666679,"B4P9926"
"50","0320000000008001",94,210,"2021-04-04",4.30027777777778,4,4.82861111111111,-31.6999999999999,"B4P9926"
"51","0320000000008001",95,210,"2021-04-05",4.27611111111111,5,4.79472222222222,-31.1166666666665,"B4P9926"
"52","0320000000008001",96,210,"2021-04-06",4.32444444444444,6,4.76111111111111,-26.1999999999999,"B4P9926"
"53","0320000000008001",97,210,"2021-04-07",4.35277777777778,7,4.7275,-22.4833333333333,"B4P9926"
"54","0320000000008001",98,210,"2021-04-08",4.29277777777778,8,4.69388888888889,-24.0666666666668,"B4P9926"
"55","0320000000008001",99,210,"2021-04-09",4.17805555555556,9,4.66055555555556,-28.9500000000003,"B4P9926"
"56","0320000000008001",100,210,"2021-04-10",4.08472222222222,10,4.6275,-32.5666666666667,"B4P9926"
"57","0320000000008001",101,210,"2021-04-11",4.00083333333333,11,4.59444444444444,-35.6166666666664,"B4P9926"
"58","0320000000008001",102,210,"2021-04-12",4.09166666666667,12,4.56166666666667,-28.2000000000002,"B4P9926"
"59","0320000000008001",103,210,"2021-04-13",4.01972222222222,13,4.52916666666667,-30.5666666666669,"B4P9926"
"60","0320000000008001",104,210,"2021-04-14",3.89277777777778,14,4.49666666666667,-36.2333333333335,"B4P9926"
"61","0320000000008001",105,210,"2021-04-15",3.85611111111111,15,4.46444444444444,-36.4999999999997,"B4P9926"
"62","0320000000008001",106,210,"2021-04-16",3.76444444444444,16,4.4325,-40.0833333333333,"B4P9926"
"63","0320000000008001",107,210,"2021-04-17",3.82805555555556,17,4.40083333333333,-34.3666666666665,"B4P9926"
"64","0320000000008001",107,211,"2021-04-17",4.03666666666667,17,4.40083333333333,-21.8499999999998,"B4P9926"
"65","0320000000008001",108,210,"2021-04-18",3.87083333333333,18,4.36916666666667,-29.9000000000002,"B4P9926"
"66","0320000000008001",109,210,"2021-04-19",3.76944444444444,19,4.33805555555556,-34.1166666666669,"B4P9926"
"67","0320000000008001",109,211,"2021-04-19",4.08027777777778,19,4.33805555555556,-15.466666666667,"B4P9926"
"68","0320000000008001",110,210,"2021-04-20",3.86222222222222,20,4.30694444444444,-26.6833333333331,"B4P9926"
"69","0320000000008001",111,210,"2021-04-21",3.68194444444444,21,4.27611111111111,-35.6499999999999,"B4P9926"
"70","0320000000008001",112,210,"2021-04-22",3.58,22,4.24555555555555,-39.933333333333,"B4P9926"
"71","0320000000008001",112,211,"2021-04-22",4.09916666666667,22,4.24555555555555,-8.783333333333,"B4P9926"
"72","0320000000008001",113,210,"2021-04-23",3.56472222222222,23,4.21555555555556,-39.0500000000003,"B4P9926"
"73","0320000000008001",113,211,"2021-04-23",3.97388888888889,23,4.21555555555556,-14.5000000000003,"B4P9926"
"74","0320000000008001",114,210,"2021-04-24",3.57083333333333,24,4.18555555555556,-36.8833333333336,"B4P9926"
"75","0320000000008001",115,210,"2021-04-25",3.53,25,4.15611111111111,-37.5666666666666,"B4P9926"
"76","0320000000008001",116,210,"2021-04-26",3.56194444444444,26,4.12666666666667,-33.8833333333335,"B4P9926"
"77","0320000000008001",117,210,"2021-04-27",3.50833333333333,27,4.09777777777778,-35.3666666666668,"B4P9926"
"78","0320000000008001",118,210,"2021-04-28",3.49833333333333,28,4.06916666666667,-34.2500000000002,"B4P9926"
"79","0320000000008001",119,210,"2021-04-29",3.5525,29,4.04083333333333,-29.2999999999998,"B4P9926"
"80","0320000000008001",120,210,"2021-04-30",3.52055555555556,30,4.01305555555556,-29.5500000000002,"B4P9926"
"81","0320000000008001",121,210,"2021-05-01",3.525,31,3.98527777777778,-27.6166666666668,"B4P9926"
"82","0320000000008001",122,210,"2021-05-02",3.59222222222222,32,3.95805555555556,-21.9500000000003,"B4P9926"
"83","0320000000008001",123,210,"2021-05-03",3.56861111111111,33,3.93138888888889,-21.7666666666667,"B4P9926"
"84","0550000000008001",91,155,"2021-04-01",4.32388888888889,1,4.93083333333333,-36.4166666666664,"B4X8586"
"85","0550000000008001",92,155,"2021-04-02",4.31055555555556,2,4.89666666666667,-35.1666666666669,"B4X8586"
"86","0550000000008001",93,155,"2021-04-03",4.33361111111111,3,4.86277777777778,-31.7500000000002,"B4X8586"
"87","0550000000008001",94,155,"2021-04-04",4.27583333333333,4,4.82861111111111,-33.1666666666666,"B4X8586"
"88","0550000000008001",95,155,"2021-04-05",4.25083333333333,5,4.79472222222222,-32.6333333333333,"B4X8586"
"89","0550000000008001",96,155,"2021-04-06",4.27277777777778,6,4.76111111111111,-29.2999999999999,"B4X8586"
"90","0550000000008001",97,155,"2021-04-07",4.30694444444444,7,4.7275,-25.2333333333333,"B4X8586"
"91","0550000000008001",98,155,"2021-04-08",3.78527777777778,8,4.69388888888889,-54.5166666666667,"B4X8586"
"92","0550000000008001",99,155,"2021-04-09",3.86388888888889,9,4.66055555555556,-47.8000000000003,"B4X8586"
"93","0550000000008001",100,155,"2021-04-10",3.89972222222222,10,4.6275,-43.6666666666667,"B4X8586"
"94","0550000000008001",101,155,"2021-04-11",3.71666666666667,11,4.59444444444444,-52.6666666666664,"B4X8586"
"95","0550000000008001",102,155,"2021-04-12",3.6975,12,4.56166666666667,-51.8500000000002,"B4X8586"
"96","0550000000008001",103,155,"2021-04-13",3.64527777777778,13,4.52916666666667,-53.0333333333336,"B4X8586"
"97","0550000000008001",104,155,"2021-04-14",3.56583333333333,14,4.49666666666667,-55.8500000000002,"B4X8586"
"98","0550000000008001",105,155,"2021-04-15",3.55666666666667,15,4.46444444444444,-54.4666666666664,"B4X8586"
"99","0550000000008001",106,155,"2021-04-16",3.58111111111111,16,4.4325,-51.0833333333333,"B4X8586"
"100","0550000000008001",107,155,"2021-04-17",3.58444444444444,17,4.40083333333333,-48.9833333333332,"B4X8586"
"101","0550000000008001",108,155,"2021-04-18",3.56944444444444,18,4.36916666666667,-47.9833333333335,"B4X8586"
"102","0550000000008001",109,155,"2021-04-19",3.46472222222222,19,4.33805555555556,-52.4000000000003,"B4X8586"
"103","0550000000008001",110,155,"2021-04-20",3.40277777777778,20,4.30694444444444,-54.2499999999997,"B4X8586"
"104","0550000000008001",111,155,"2021-04-21",3.21,21,4.27611111111111,-63.9666666666666,"B4X8586"
"105","0550000000008001",112,155,"2021-04-22",3.28333333333333,22,4.24555555555555,-57.733333333333,"B4X8586"
"106","05D0000000008001",105,28,"2021-04-15",4.42555555555556,15,4.46444444444444,-2.33333333333306,"B4X1821"
"107","05D0000000008001",107,28,"2021-04-17",4.23888888888889,17,4.40083333333333,-9.71666666666648,"B4X1821"
"108","05F0000000008001",94,15,"2021-04-04",4.66361111111111,4,4.82861111111111,-9.89999999999995,"B4X8914"
"109","05F0000000008001",95,15,"2021-04-05",4.58805555555556,5,4.79472222222222,-12.3999999999999,"B4X8914"
"110","05F0000000008001",96,15,"2021-04-06",4.66138888888889,6,4.76111111111111,-5.98333333333326,"B4X8914"
"111","05F0000000008001",97,15,"2021-04-07",4.58833333333333,7,4.7275,-8.35000000000003,"B4X8914"
"112","05F0000000008001",98,15,"2021-04-08",4.56944444444444,8,4.69388888888889,-7.46666666666671,"B4X8914"
"113","05F0000000008001",99,15,"2021-04-09",4.34583333333333,9,4.66055555555556,-18.8833333333336,"B4X8914"
"114","05F0000000008001",101,15,"2021-04-11",4.43611111111111,11,4.59444444444444,-9.49999999999973,"B4X8914"
"115","05F0000000008001",102,15,"2021-04-12",4.31944444444444,12,4.56166666666667,-14.5333333333335,"B4X8914"
"116","05F0000000008001",103,15,"2021-04-13",4.34666666666667,13,4.52916666666667,-10.9500000000002,"B4X8914"
"117","05F0000000008001",104,15,"2021-04-14",4.41,14,4.49666666666667,-5.20000000000017,"B4X8914"
"118","05F0000000008001",106,15,"2021-04-16",4.40361111111111,16,4.4325,-1.73333333333334,"B4X8914"
"119","05F0000000008001",108,15,"2021-04-18",4.36916666666667,18,4.36916666666667,-2.1316282072803e-13,"B4X8914"
"120","05F0000000008001",111,15,"2021-04-21",4.23444444444444,21,4.27611111111111,-2.49999999999991,"B4X8914"
"121","05F0000000008001",112,15,"2021-04-22",4.16,22,4.24555555555555,-5.13333333333302,"B4X8914"
"122","05F0000000008001",113,15,"2021-04-23",4.18305555555556,23,4.21555555555556,-1.95000000000025,"B4X8914"
"123","05F0000000008001",114,15,"2021-04-24",4.18,24,4.18555555555556,-0.333333333333599,"B4X8914"
"124","0670000000008001",94,235,"2021-04-04",4.47027777777778,4,4.82861111111111,-21.5,"B5A9012"
"125","06B0000000008001",96,221,"2021-04-06",4.65527777777778,6,4.76111111111111,-6.34999999999993,"B5A9075"
"126","06B0000000008001",97,221,"2021-04-07",4.70916666666667,7,4.7275,-1.10000000000001,"B5A9075"
"127","06B0000000008001",104,221,"2021-04-14",4.46694444444444,14,4.49666666666667,-1.78333333333351,"B5A9075"
"128","06B0000000008001",105,221,"2021-04-15",4.39861111111111,15,4.46444444444444,-3.94999999999971,"B5A9075"
"129","06B0000000008001",106,221,"2021-04-16",4.38694444444444,16,4.4325,-2.73333333333333,"B5A9075"
"130","06B0000000008001",106,222,"2021-04-16",4.40972222222222,16,4.4325,-1.36666666666667,"B5A9075"
"131","06B0000000008001",113,222,"2021-04-23",3.97055555555556,23,4.21555555555556,-14.7000000000003,"B5A9075"
"132","06B0000000008001",114,222,"2021-04-24",3.97972222222222,24,4.18555555555556,-12.3500000000002,"B5A9075"
"133","06B0000000008001",115,222,"2021-04-25",3.87333333333333,25,4.15611111111111,-16.9666666666666,"B5A9075"
"134","06B0000000008001",116,222,"2021-04-26",3.83888888888889,26,4.12666666666667,-17.2666666666668,"B5A9075"
"135","06B0000000008001",117,222,"2021-04-27",4.08055555555556,27,4.09777777777778,-1.03333333333344,"B5A9075"
"136","0720000000008001",94,264,"2021-04-04",4.28222222222222,4,4.82861111111111,-32.7833333333333,"B4X1340"
"137","0720000000008001",95,264,"2021-04-05",4.24,5,4.79472222222222,-33.2833333333332,"B4X1340"
"138","0720000000008001",96,264,"2021-04-06",4.26472222222222,6,4.76111111111111,-29.7833333333333,"B4X1340"
"139","0720000000008001",97,264,"2021-04-07",4.23444444444444,7,4.7275,-29.5833333333333,"B4X1340"
"140","0720000000008001",98,264,"2021-04-08",4.09805555555556,8,4.69388888888889,-35.75,"B4X1340"
"141","0720000000008001",99,264,"2021-04-09",3.9775,9,4.66055555555556,-40.9833333333336,"B4X1340"
"142","0720000000008001",104,264,"2021-04-14",3.75555555555556,14,4.49666666666667,-44.4666666666669,"B4X1340"
"143","0720000000008001",105,264,"2021-04-15",3.69194444444444,15,4.46444444444444,-46.3499999999997,"B4X1340"
"144","0720000000008001",106,264,"2021-04-16",3.73527777777778,16,4.4325,-41.8333333333333,"B4X1340"
"145","0720000000008001",107,264,"2021-04-17",3.68527777777778,17,4.40083333333333,-42.9333333333331,"B4X1340"
"146","0720000000008001",108,264,"2021-04-18",3.62361111111111,18,4.36916666666667,-44.7333333333336,"B4X1340"
"147","0810000000008001",94,132,"2021-04-04",4.22083333333333,4,4.82861111111111,-36.4666666666666,"B4X8372"
"148","0810000000008001",95,132,"2021-04-05",4.24944444444444,5,4.79472222222222,-32.7166666666666,"B4X8372"
"149","0810000000008001",96,132,"2021-04-06",4.13833333333333,6,4.76111111111111,-37.3666666666666,"B4X8372"
"150","0810000000008001",97,132,"2021-04-07",4.16,7,4.7275,-34.05,"B4X8372"
"151","0810000000008001",98,132,"2021-04-08",4.12666666666667,8,4.69388888888889,-34.0333333333334,"B4X8372"
"152","0810000000008001",99,132,"2021-04-09",3.98888888888889,9,4.66055555555556,-40.3000000000003,"B4X8372"
"153","0810000000008001",100,132,"2021-04-10",4.10222222222222,10,4.6275,-31.5166666666667,"B4X8372"
"154","0810000000008001",101,132,"2021-04-11",4.02083333333333,11,4.59444444444444,-34.4166666666664,"B4X8372"
"155","0810000000008001",102,132,"2021-04-12",4.17805555555556,12,4.56166666666667,-23.0166666666669,"B4X8372"
"156","0810000000008001",103,132,"2021-04-13",4.0525,13,4.52916666666667,-28.6000000000002,"B4X8372"
"157","0810000000008001",104,132,"2021-04-14",3.94694444444444,14,4.49666666666667,-32.9833333333335,"B4X8372"
"158","0810000000008001",105,132,"2021-04-15",3.89083333333333,15,4.46444444444444,-34.4166666666664,"B4X8372"
"159","0810000000008001",106,132,"2021-04-16",3.87166666666667,16,4.4325,-33.65,"B4X8372"
"160","0810000000008001",107,132,"2021-04-17",3.91777777777778,17,4.40083333333333,-28.9833333333331,"B4X8372"
"161","0810000000008001",108,132,"2021-04-18",3.90722222222222,18,4.36916666666667,-27.7166666666669,"B4X8372"
"162","0810000000008001",109,132,"2021-04-19",3.82777777777778,19,4.33805555555556,-30.616666666667,"B4X8372"
"163","0810000000008001",110,132,"2021-04-20",3.91055555555556,20,4.30694444444444,-23.7833333333331,"B4X8372"
"164","0810000000008001",111,132,"2021-04-21",3.6375,21,4.27611111111111,-38.3166666666666,"B4X8372"
"165","0810000000008001",112,132,"2021-04-22",3.67222222222222,22,4.24555555555555,-34.3999999999997,"B4X8372"
"166","0810000000008001",113,132,"2021-04-23",3.57833333333333,23,4.21555555555556,-38.2333333333336,"B4X8372"
"167","0810000000008001",114,132,"2021-04-24",3.58916666666667,24,4.18555555555556,-35.7833333333336,"B4X8372"
"168","0810000000008001",115,132,"2021-04-25",3.59138888888889,25,4.15611111111111,-33.8833333333332,"B4X8372"
"169","0810000000008001",116,132,"2021-04-26",3.60555555555556,26,4.12666666666667,-31.2666666666668,"B4X8372"
"170","0810000000008001",117,132,"2021-04-27",3.52805555555556,27,4.09777777777778,-34.1833333333335,"B4X8372"
"171","0810000000008001",118,132,"2021-04-28",3.52305555555556,28,4.06916666666667,-32.7666666666669,"B4X8372"
"172","0810000000008001",119,132,"2021-04-29",3.54972222222222,29,4.04083333333333,-29.4666666666664,"B4X8372"
"173","0810000000008001",120,132,"2021-04-30",3.51972222222222,30,4.01305555555556,-29.6000000000003,"B4X8372"
"174","0810000000008001",121,132,"2021-05-01",3.5375,31,3.98527777777778,-26.8666666666668,"B4X8372"
"175","0810000000008001",122,132,"2021-05-02",3.73611111111111,32,3.95805555555556,-13.3166666666669,"B4X8372"
"176","0810000000008001",123,132,"2021-05-03",3.55972222222222,33,3.93138888888889,-22.3000000000001,"B4X8372"
"177","0908000000008001",119,100,"2021-04-29",3.79944444444444,29,4.04083333333333,-14.4833333333331,"B5A9287"
"178","09D0000000008001",92,111,"2021-04-02",4.77666666666667,2,4.89666666666667,-7.20000000000022,"B4X1889"
"179","09D0000000008001",93,111,"2021-04-03",4.76722222222222,3,4.86277777777778,-5.73333333333348,"B4X1889"
"180","09D0000000008001",94,111,"2021-04-04",4.7775,4,4.82861111111111,-3.06666666666661,"B4X1889"
"181","09D0000000008001",95,111,"2021-04-05",4.68888888888889,5,4.79472222222222,-6.34999999999993,"B4X1889"
"182","09D0000000008001",96,111,"2021-04-06",4.53805555555556,6,4.76111111111111,-13.3833333333333,"B4X1889"
"183","09D0000000008001",97,111,"2021-04-07",4.72277777777778,7,4.7275,-0.283333333333324,"B4X1889"
"184","09D0000000008001",101,111,"2021-04-11",4.32527777777778,11,4.59444444444444,-16.1499999999997,"B4X1889"
"185","09D0000000008001",103,111,"2021-04-13",4.25861111111111,13,4.52916666666667,-16.2333333333335,"B4X1889"
"186","0A8213A801AF0001",91,53,"2021-04-01",4.85027777777778,1,4.93083333333333,-4.83333333333313,"B4P8334"
"187","0A8213A801AF0001",93,266,"2021-04-03",4.6675,3,4.86277777777778,-11.7166666666668,"B4P8334"
"188","0A8213A801AF0001",95,53,"2021-04-05",4.64055555555556,5,4.79472222222222,-9.24999999999985,"B4P8334"
"189","0A8213A801AF0001",96,53,"2021-04-06",4.50277777777778,6,4.76111111111111,-15.4999999999999,"B4P8334"
"190","0A8213A801AF0001",97,53,"2021-04-07",4.52888888888889,7,4.7275,-11.9166666666667,"B4P8334"
"191","0A8213A801AF0001",98,53,"2021-04-08",4.40333333333333,8,4.69388888888889,-17.4333333333334,"B4P8334"
"192","0A8213A801AF0001",99,53,"2021-04-09",4.41638888888889,9,4.66055555555556,-14.6500000000003,"B4P8334"
"193","0A8213A801AF0001",100,53,"2021-04-10",4.50333333333333,10,4.6275,-7.45000000000005,"B4P8334"
"194","0A8213A801AF0001",101,53,"2021-04-11",4.47611111111111,11,4.59444444444444,-7.09999999999972,"B4P8334"
"195","0A8213A801AF0001",102,53,"2021-04-12",4.48333333333333,12,4.56166666666667,-4.7000000000002,"B4P8334"
"196","0A8213A801AF0001",103,53,"2021-04-13",4.39722222222222,13,4.52916666666667,-7.91666666666689,"B4P8334"
"197","0A8213A801AF0001",104,53,"2021-04-14",4.17833333333333,14,4.49666666666667,-19.1000000000002,"B4P8334"
"198","0A8213A801AF0001",105,53,"2021-04-15",4.09805555555556,15,4.46444444444444,-21.983333333333,"B4P8334"
"199","0A8213A801AF0001",106,53,"2021-04-16",4.06166666666667,16,4.4325,-22.25,"B4P8334"
"200","0A8213A801AF0001",107,53,"2021-04-17",4.05138888888889,17,4.40083333333333,-20.9666666666665,"B4P8334"
"201","0A8213A801AF0001",108,53,"2021-04-18",4.05861111111111,18,4.36916666666667,-18.6333333333335,"B4P8334"
"202","0A8213A801AF0001",109,53,"2021-04-19",3.73638888888889,19,4.33805555555556,-36.1000000000003,"B4P8334"
"203","0A8213A801AF0001",110,53,"2021-04-20",4.20055555555556,20,4.30694444444444,-6.38333333333305,"B4P8334"
"204","0A88000000008001",97,160,"2021-04-07",4.54944444444445,7,4.7275,-10.6833333333333,"B5A9947"
"205","0A88000000008001",104,160,"2021-04-14",4.31388888888889,14,4.49666666666667,-10.9666666666669,"B5A9947"
"206","0A88000000008001",105,160,"2021-04-15",4.20027777777778,15,4.46444444444444,-15.8499999999997,"B5A9947"
"207","0A88000000008001",106,160,"2021-04-16",4.34194444444444,16,4.4325,-5.43333333333338,"B5A9947"
"208","0A88000000008001",107,160,"2021-04-17",4.35305555555556,17,4.40083333333333,-2.86666666666648,"B5A9947"
"209","0B50000000008001",97,27,"2021-04-07",4.39222222222222,7,4.7275,-20.1166666666667,"B4X8855"
"210","0B50000000008001",98,27,"2021-04-08",4.31083333333333,8,4.69388888888889,-22.9833333333334,"B4X8855"
"211","0B50000000008001",99,27,"2021-04-09",4.21,9,4.66055555555556,-27.0333333333336,"B4X8855"
"212","0BD0000000008001",113,114,"2021-04-23",4.08138888888889,23,4.21555555555556,-8.05000000000025,"B4X1838"
"213","0CC0000000008001",92,214,"2021-04-02",4.77944444444444,2,4.89666666666667,-7.03333333333353,"B4P9191"
"214","0CC0000000008001",93,214,"2021-04-03",4.83444444444444,3,4.86277777777778,-1.70000000000016,"B4P9191"
"215","0CC0000000008001",94,214,"2021-04-04",4.82111111111111,4,4.82861111111111,-0.44999999999991,"B4P9191"
"216","0CC0000000008001",96,215,"2021-04-06",4.74166666666667,6,4.76111111111111,-1.16666666666664,"B4P9191"
"217","0CC0000000008001",98,214,"2021-04-08",4.69277777777778,8,4.69388888888889,-0.0666666666667304,"B4P9191"
"218","0CC0000000008001",99,215,"2021-04-09",4.60666666666667,9,4.66055555555556,-3.23333333333363,"B4P9191"
"219","0CC0000000008001",100,215,"2021-04-10",4.59055555555556,10,4.6275,-2.21666666666669,"B4P9191"
"220","0CC0000000008001",101,215,"2021-04-11",4.5275,11,4.59444444444444,-4.01666666666639,"B4P9191"
"221","0CC0000000008001",103,215,"2021-04-13",4.52805555555556,13,4.52916666666667,-0.0666666666668903,"B4P9191"
"222","0CC0000000008001",104,215,"2021-04-14",4.43277777777778,14,4.49666666666667,-3.83333333333351,"B4P9191"
"223","0CC0000000008001",105,215,"2021-04-15",4.39416666666667,15,4.46444444444444,-4.21666666666637,"B4P9191"
"224","0CC0000000008001",106,215,"2021-04-16",4.38777777777778,16,4.4325,-2.68333333333333,"B4P9191"
"225","0CC0000000008001",107,215,"2021-04-17",4.35944444444444,17,4.40083333333333,-2.48333333333319,"B4P9191"
"226","0CC0000000008001",108,215,"2021-04-18",4.36888888888889,18,4.36916666666667,-0.0166666666668824,"B4P9191"
"227","0CC0000000008001",109,215,"2021-04-19",4.12861111111111,19,4.33805555555556,-12.566666666667,"B4P9191"
"228","0DF0000000008001",94,120,"2021-04-04",4.79666666666667,4,4.82861111111111,-1.91666666666659,"B4X1031"
"229","0DF0000000008001",95,120,"2021-04-05",4.66527777777778,5,4.79472222222222,-7.76666666666655,"B4X1031"
"230","0DF0000000008001",96,120,"2021-04-06",4.54166666666667,6,4.76111111111111,-13.1666666666666,"B4X1031"
"231","0DF0000000008001",97,120,"2021-04-07",4.52972222222222,7,4.7275,-11.8666666666667,"B4X1031"
"232","0DF0000000008001",98,120,"2021-04-08",4.67361111111111,8,4.69388888888889,-1.2166666666667,"B4X1031"
"233","0DF0000000008001",99,120,"2021-04-09",4.57305555555556,9,4.66055555555556,-5.25000000000029,"B4X1031"
"234","0DF0000000008001",100,120,"2021-04-10",4.10777777777778,10,4.6275,-31.1833333333334,"B4X1031"
"235","0DF0000000008001",101,120,"2021-04-11",4.49888888888889,11,4.59444444444444,-5.73333333333306,"B4X1031"
"236","0DF0000000008001",103,120,"2021-04-13",4.49583333333333,13,4.52916666666667,-2.00000000000021,"B4X1031"
"237","10B0000000008001",97,113,"2021-04-07",4.305,7,4.7275,-25.35,"B5A9504"
"238","10B0000000008001",98,113,"2021-04-08",4.2425,8,4.69388888888889,-27.0833333333334,"B5A9504"
"239","10B0000000008001",99,113,"2021-04-09",4.12,9,4.66055555555556,-32.4333333333336,"B5A9504"
"240","10B0000000008001",104,113,"2021-04-14",3.93055555555556,14,4.49666666666667,-33.9666666666669,"B5A9504"
"241","10B0000000008001",105,113,"2021-04-15",3.86305555555556,15,4.46444444444444,-36.0833333333331,"B5A9504"
"242","10B0000000008001",105,112,"2021-04-15",4.32972222222222,15,4.46444444444444,-8.08333333333305,"B5A9504"
"243","10B0000000008001",106,113,"2021-04-16",3.81916666666667,16,4.4325,-36.8,"B5A9504"
"244","10B0000000008001",106,112,"2021-04-16",4.24388888888889,16,4.4325,-11.3166666666667,"B5A9504"
"245","10B0000000008001",107,113,"2021-04-17",3.88472222222222,17,4.40083333333333,-30.9666666666665,"B5A9504"
