"year_","box1","box2","no"
2021,247,236,5
2021,247,254,5
2021,247,271,5
2021,251,130,5
2021,251,133,5
2021,251,134,5
2021,251,145,5
2021,251,147,5
2021,251,155,5
2021,251,156,5
2021,251,162,5
2021,251,165,5
2021,251,167,5
2021,251,178,5
2021,251,201,5
2021,251,277,5
2021,252,157,5
2021,252,158,5
2021,252,160,5
2021,252,161,5
2021,252,162,5
2021,252,165,5
2021,252,167,5
2021,252,180,5
2021,252,199,5
2021,252,200,5
2021,252,224,5
2021,252,277,5
2021,254,161,5
2021,254,162,5
2021,254,165,5
2021,254,167,5
2021,254,181,5
2021,254,182,5
2021,254,183,5
2021,254,184,5
2021,254,204,5
2021,254,221,5
2021,254,226,5
2021,254,244,5
2021,254,247,5
2021,254,267,5
2021,254,276,5
2021,255,161,5
2021,255,162,5
2021,255,165,5
2021,255,167,5
2021,255,184,5
2021,255,195,5
2021,255,206,5
2021,255,228,5
2021,255,242,5
2021,255,263,5
2021,255,274,5
2021,256,186,5
2021,256,188,5
2021,256,191,5
2021,256,193,5
2021,256,209,5
2021,256,219,5
2021,256,230,5
2021,256,242,5
2021,256,263,5
2021,256,274,5
2021,258,181,5
2021,258,182,5
2021,258,183,5
2021,258,184,5
2021,258,186,5
2021,258,188,5
2021,258,191,5
2021,258,204,5
2021,258,221,5
2021,258,223,5
2021,258,225,5
2021,258,245,5
2021,258,246,5
2021,258,266,5
2021,258,277,5
2021,261,157,5
2021,261,158,5
2021,261,160,5
2021,261,161,5
2021,261,180,5
2021,261,186,5
2021,261,188,5
2021,261,191,5
2021,261,199,5
2021,261,200,5
2021,261,213,5
2021,261,224,5
2021,262,157,5
2021,262,158,5
2021,262,160,5
2021,262,161,5
2021,262,178,5
2021,262,180,5
2021,262,186,5
2021,262,188,5
2021,262,191,5
2021,262,201,5
2021,262,213,5
2021,263,157,5
2021,263,158,5
2021,263,160,5
2021,263,161,5
2021,263,178,5
2021,263,180,5
2021,263,186,5
2021,263,188,5
2021,263,191,5
2021,263,213,5
2021,263,214,5
2021,263,236,5
2021,263,255,5
2021,263,256,5
2021,263,273,5
2021,266,157,5
2021,266,178,5
2021,266,180,5
2021,266,182,5
2021,266,183,5
2021,266,184,5
2021,266,193,5
2021,266,211,5
2021,266,216,5
2021,266,233,5
2021,266,238,5
2021,266,239,5
2021,266,258,5
2021,267,157,5
2021,267,178,5
2021,267,180,5
2021,267,182,5
2021,267,183,5
2021,267,184,5
2021,267,193,5
2021,267,211,5
2021,267,216,5
2021,267,233,5
2021,267,238,5
2021,267,239,5
2021,267,254,5
2021,267,271,5
2021,269,181,5
2021,269,182,5
2021,269,183,5
2021,269,184,5
2021,269,193,5
2021,269,199,5
2021,269,200,5
2021,269,201,5
2021,269,211,5
2021,269,214,5
2021,271,186,5
2021,271,188,5
2021,271,191,5
2021,271,193,5
2021,271,195,5
2021,271,206,5
2021,271,226,5
2021,271,244,5
2021,271,228,5
2021,271,247,5
2021,271,267,5
2021,271,276,5
2021,273,209,5
2021,273,211,5
2021,273,213,5
2021,273,219,5
2021,273,230,5
2021,273,242,5
2021,273,263,5
2021,273,274,5
2021,274,181,5
2021,274,182,5
2021,274,183,5
2021,274,184,5
2021,274,193,5
2021,274,199,5
2021,274,200,5
2021,274,201,5
2021,274,211,5
2021,274,216,5
2021,274,233,5
2021,274,236,5
2021,274,255,5
2021,274,256,5
2021,274,273,5
2021,276,181,5
2021,276,195,5
2021,276,199,5
2021,276,200,5
2021,276,201,5
2021,276,206,5
2021,276,209,5
2021,276,231,5
2021,276,238,5
2021,276,239,5
2021,276,254,5
2021,276,271,5
2021,277,204,5
2021,277,219,5
2021,277,230,5
2021,277,221,5
2021,277,223,5
2021,277,224,5
2021,277,228,5
2021,277,251,5
2021,277,252,5
2021,277,258,5
2021,1,11,6
2021,1,12,6
2021,1,46,6
2021,1,74,6
2021,1,75,6
2021,1,76,6
2021,1,103,6
2021,1,129,6
2021,1,150,6
2021,1,177,6
2021,4,24,6
2021,4,48,6
2021,4,55,6
2021,4,77,6
2021,4,78,6
2021,4,106,6
2021,4,120,6
2021,4,130,6
2021,4,150,6
2021,4,156,6
2021,4,177,6
2021,6,14,6
2021,6,21,6
2021,6,49,6
2021,6,80,6
2021,6,85,6
2021,6,108,6
2021,6,116,6
2021,6,130,6
2021,6,133,6
2021,6,134,6
2021,6,145,6
2021,6,147,6
2021,6,150,6
2021,6,126,6
2021,6,152,6
2021,6,153,6
2021,6,156,6
2021,7,17,6
2021,7,52,6
2021,7,81,6
2021,7,111,6
2021,7,113,6
2021,7,136,6
2021,7,142,6
2021,7,150,6
2021,7,126,6
2021,7,152,6
2021,7,153,6
2021,7,156,6
2021,7,157,6
2021,7,158,6
2021,7,160,6
2021,7,161,6
2021,7,162,6
2021,10,18,6
2021,10,35,6
2021,10,36,6
2021,10,98,6
2021,10,138,6
2021,10,126,6
2021,10,152,6
2021,10,153,6
2021,10,155,6
2021,10,140,6
2021,10,163,6
2021,10,167,6
2021,10,177,6
2021,10,180,6
2021,10,181,6
2021,10,182,6
2021,10,183,6
2021,10,184,6
2021,10,186,6
2021,11,1,6
2021,12,1,6
2021,11,34,6
2021,12,34,6
2021,11,68,6
2021,12,68,6
2021,11,96,6
2021,12,96,6
2021,11,125,6
2021,12,125,6
2021,11,126,6
2021,12,126,6
2021,11,152,6
2021,12,152,6
2021,11,153,6
2021,12,153,6
2021,11,155,6
2021,12,155,6
2021,11,165,6
2021,12,165,6
2021,11,167,6
2021,12,167,6
2021,11,177,6
2021,12,177,6
2021,11,180,6
2021,12,180,6
2021,11,181,6
2021,12,181,6
2021,11,182,6
2021,12,182,6
2021,11,183,6
2021,12,183,6
2021,11,184,6
2021,12,184,6
2021,11,186,6
2021,12,186,6
2021,14,6,6
2021,14,31,6
2021,14,63,6
2021,14,71,6
2021,14,102,6
2021,14,129,6
2021,14,130,6
2021,14,142,6
2021,14,145,6
2021,14,147,6
2021,14,160,6
2021,14,161,6
2021,14,162,6
2021,14,140,6
2021,14,163,6
2021,14,165,6
2021,17,7,6
2021,17,30,6
2021,17,41,6
2021,17,61,6
2021,17,73,6
2021,17,103,6
2021,17,120,6
2021,17,133,6
2021,17,134,6
2021,17,142,6
2021,17,140,6
2021,17,163,6
2021,17,165,6
2021,18,10,6
2021,18,28,6
2021,18,43,6
2021,18,74,6
2021,18,75,6
2021,18,106,6
2021,18,116,6
2021,18,134,6
2021,18,142,6
2021,18,140,6
2021,18,163,6
2021,18,165,6
2021,21,6,6
2021,49,6,6
2021,21,31,6
2021,49,31,6
2021,21,63,6
2021,49,63,6
2021,21,71,6
2021,49,71,6
2021,21,102,6
2021,49,102,6
2021,21,129,6
2021,49,129,6
2021,21,130,6
2021,49,130,6
2021,21,145,6
2021,49,145,6
2021,21,147,6
2021,49,147,6
2021,21,160,6
2021,49,160,6
2021,21,161,6
2021,49,161,6
2021,21,162,6
2021,49,162,6
2021,21,167,6
2021,49,167,6
2021,21,188,6
2021,49,188,6
2021,21,191,6
2021,49,191,6
2021,24,4,6
2021,24,32,6
2021,24,38,6
2021,24,64,6
2021,24,70,6
2021,24,100,6
2021,24,101,6
2021,24,123,6
2021,24,150,6
2021,24,156,6
2021,24,157,6
2021,24,158,6
2021,24,165,6
2021,24,167,6
2021,24,182,6
2021,24,183,6
2021,24,184,6
2021,24,186,6
2021,28,18,6
2021,28,138,6
2021,28,155,6
2021,28,140,6
2021,28,163,6
2021,28,167,6
2021,28,177,6
2021,28,180,6
2021,28,181,6
2021,28,182,6
2021,28,183,6
2021,28,184,6
2021,28,186,6
2021,30,17,6
2021,30,52,6
2021,30,81,6
2021,30,111,6
2021,30,113,6
2021,30,136,6
2021,30,142,6
2021,30,155,6
2021,30,157,6
2021,30,158,6
2021,30,160,6
2021,30,161,6
2021,30,162,6
2021,30,177,6
2021,30,180,6
2021,31,14,6
2021,31,21,6
2021,31,49,6
2021,31,80,6
2021,31,85,6
2021,31,108,6
2021,31,116,6
2021,31,133,6
2021,31,134,6
2021,31,145,6
2021,31,147,6
2021,31,155,6
2021,31,157,6
2021,31,177,6
2021,31,180,6
2021,32,24,6
2021,32,48,6
2021,32,55,6
2021,32,77,6
2021,32,78,6
2021,32,106,6
2021,32,120,6
2021,32,130,6
2021,32,150,6
2021,32,156,6
2021,32,177,6
2021,34,11,6
2021,34,12,6
2021,34,46,6
2021,34,76,6
2021,34,106,6
2021,34,120,6
2021,34,130,6
2021,34,155,6
2021,34,156,6
2021,34,178,6
2021,35,10,6
2021,36,10,6
2021,35,44,6
2021,36,44,6
2021,35,74,6
2021,36,74,6
2021,35,75,6
2021,36,75,6
2021,35,103,6
2021,36,103,6
2021,35,120,6
2021,36,120,6
2021,35,130,6
2021,36,130,6
2021,35,155,6
2021,36,155,6
2021,35,156,6
2021,36,156,6
2021,35,178,6
2021,36,178,6
2021,38,24,6
2021,38,48,6
2021,38,55,6
2021,38,77,6
2021,38,78,6
2021,38,116,6
2021,38,133,6
2021,38,134,6
2021,38,145,6
2021,38,147,6
2021,38,155,6
2021,38,157,6
2021,38,178,6
2021,38,180,6
2021,41,17,6
2021,61,17,6
2021,41,52,6
2021,61,52,6
2021,41,81,6
2021,61,81,6
2021,41,111,6
2021,61,111,6
2021,41,113,6
2021,61,113,6
2021,41,138,6
2021,61,138,6
2021,41,140,6
2021,61,140,6
2021,41,163,6
2021,61,163,6
2021,41,167,6
2021,61,167,6
2021,41,178,6
2021,61,178,6
2021,41,181,6
2021,61,181,6
2021,41,182,6
2021,61,182,6
2021,41,183,6
2021,61,183,6
2021,41,184,6
2021,61,184,6
2021,41,186,6
2021,61,186,6
2021,41,199,6
2021,61,199,6
2021,41,200,6
2021,61,200,6
2021,43,18,6
2021,43,165,6
2021,43,178,6
2021,43,188,6
2021,43,191,6
2021,43,193,6
2021,43,195,6
2021,43,199,6
2021,43,200,6
2021,43,204,6
2021,43,206,6
2021,43,211,6
2021,44,35,6
2021,44,36,6
2021,44,98,6
2021,44,165,6
2021,44,178,6
2021,44,188,6
2021,44,191,6
2021,44,193,6
2021,44,195,6
2021,44,199,6
2021,44,200,6
2021,44,204,6
2021,44,206,6
2021,44,211,6
2021,46,1,6
2021,46,34,6
2021,46,68,6
2021,46,96,6
2021,46,125,6
2021,46,126,6
2021,46,152,6
2021,46,153,6
2021,46,155,6
2021,46,177,6
2021,46,180,6
2021,46,181,6
2021,46,188,6
2021,46,191,6
2021,46,193,6
2021,46,195,6
2021,46,206,6
2021,46,211,6
2021,48,4,6
2021,48,32,6
2021,48,38,6
2021,48,64,6
2021,48,70,6
2021,48,100,6
2021,48,101,6
2021,48,123,6
2021,48,150,6
2021,48,156,6
2021,48,157,6
2021,48,158,6
2021,48,167,6
2021,48,182,6
2021,48,183,6
2021,48,184,6
2021,48,186,6
2021,48,188,6
2021,48,191,6
2021,52,7,6
2021,52,30,6
2021,52,41,6
2021,52,61,6
2021,52,73,6
2021,52,103,6
2021,52,120,6
2021,52,133,6
2021,52,161,6
2021,52,162,6
2021,52,167,6
2021,52,188,6
2021,52,191,6
2021,55,4,6
2021,55,32,6
2021,55,38,6
2021,55,64,6
2021,55,70,6
2021,55,100,6
2021,55,101,6
2021,55,123,6
2021,55,150,6
2021,55,156,6
2021,55,157,6
2021,55,158,6
2021,55,182,6
2021,55,183,6
2021,55,184,6
2021,55,186,6
2021,55,211,6
2021,55,213,6
2021,63,14,6
2021,63,21,6
2021,63,49,6
2021,63,80,6
2021,63,85,6
2021,63,108,6
2021,63,136,6
2021,63,142,6
2021,63,158,6
2021,63,160,6
2021,63,161,6
2021,63,162,6
2021,63,178,6
2021,63,181,6
2021,63,182,6
2021,63,199,6
2021,63,200,6
2021,64,24,6
2021,64,48,6
2021,64,55,6
2021,64,77,6
2021,64,78,6
2021,64,116,6
2021,64,133,6
2021,64,134,6
2021,64,145,6
2021,64,147,6
2021,64,157,6
2021,64,180,6
2021,64,200,6
2021,64,201,6
2021,68,11,6
2021,68,12,6
2021,68,46,6
2021,68,76,6
2021,68,106,6
2021,68,133,6
2021,68,145,6
2021,68,147,6
2021,68,157,6
2021,68,180,6
2021,68,200,6
2021,68,201,6
2021,70,24,6
2021,70,48,6
2021,70,55,6
2021,70,78,6
2021,70,108,6
2021,70,136,6
2021,70,142,6
2021,70,158,6
2021,70,160,6
2021,70,161,6
2021,70,162,6
2021,70,181,6
2021,70,182,6
2021,70,199,6
2021,70,200,6
2021,70,201,6
2021,71,14,6
2021,71,21,6
2021,71,49,6
2021,71,80,6
2021,71,85,6
2021,71,113,6
2021,71,138,6
2021,71,140,6
2021,71,163,6
2021,71,167,6
2021,71,183,6
2021,71,184,6
2021,71,186,6
2021,71,201,6
2021,71,204,6
2021,71,206,6
2021,71,223,6
2021,71,224,6
2021,73,17,6
2021,73,52,6
2021,73,81,6
2021,73,111,6
2021,73,165,6
2021,73,188,6
2021,73,191,6
2021,73,193,6
2021,73,195,6
2021,73,201,6
2021,73,204,6
2021,73,206,6
2021,73,211,6
2021,73,223,6
2021,73,224,6
2021,74,1,6
2021,75,1,6
2021,74,18,6
2021,75,18,6
2021,74,35,6
2021,75,35,6
2021,74,36,6
2021,75,36,6
2021,74,201,6
2021,75,201,6
2021,74,209,6
2021,75,209,6
2021,74,213,6
2021,75,213,6
2021,74,214,6
2021,75,214,6
2021,74,216,6
2021,75,216,6
2021,74,219,6
2021,75,219,6
2021,74,230,6
2021,75,230,6
2021,74,221,6
2021,75,221,6
2021,74,223,6
2021,75,223,6
2021,74,224,6
2021,75,224,6
2021,74,226,6
2021,75,226,6
2021,74,244,6
2021,75,244,6
2021,74,228,6
2021,75,228,6
2021,76,1,6
2021,76,34,6
2021,76,68,6
2021,76,98,6
2021,76,178,6
2021,76,199,6
2021,76,200,6
2021,76,204,6
2021,76,209,6
2021,76,213,6
2021,76,214,6
2021,76,216,6
2021,76,219,6
2021,76,230,6
2021,76,221,6
2021,76,228,6
2021,77,4,6
2021,77,32,6
2021,77,38,6
2021,77,64,6
2021,77,96,6
2021,77,98,6
2021,77,178,6
2021,77,199,6
2021,77,200,6
2021,77,204,6
2021,77,209,6
2021,77,213,6
2021,77,214,6
2021,77,216,6
2021,77,219,6
2021,77,230,6
2021,77,221,6
2021,77,228,6
2021,78,4,6
2021,78,32,6
2021,78,38,6
2021,78,64,6
2021,78,70,6
2021,78,100,6
2021,78,125,6
2021,78,126,6
2021,78,152,6
2021,78,153,6
2021,78,155,6
2021,78,177,6
2021,78,180,6
2021,78,181,6
2021,78,193,6
2021,78,195,6
2021,78,206,6
2021,78,211,6
2021,78,213,6
2021,80,6,6
2021,80,31,6
2021,80,63,6
2021,80,71,6
2021,80,102,6
2021,80,129,6
2021,80,130,6
2021,80,145,6
2021,80,147,6
2021,80,160,6
2021,80,184,6
2021,80,186,6
2021,80,211,6
2021,80,213,6
2021,81,7,6
2021,81,30,6
2021,81,41,6
2021,81,61,6
2021,81,73,6
2021,81,103,6
2021,81,120,6
2021,81,145,6
2021,81,160,6
2021,81,184,6
2021,81,186,6
2021,81,211,6
2021,81,213,6
2021,85,6,6
2021,85,31,6
2021,85,63,6
2021,85,71,6
2021,85,101,6
2021,85,102,6
2021,85,123,6
2021,85,150,6
2021,85,156,6
2021,85,157,6
2021,85,158,6
2021,85,182,6
2021,85,183,6
2021,85,193,6
2021,85,195,6
2021,85,209,6
2021,85,214,6
2021,85,216,6
2021,96,11,6
2021,96,12,6
2021,96,46,6
2021,96,77,6
2021,96,116,6
2021,96,134,6
2021,96,158,6
2021,96,160,6
2021,96,161,6
2021,96,181,6
2021,96,182,6
2021,96,199,6
2021,96,204,6
2021,96,223,6
2021,96,224,6
2021,98,10,6
2021,98,44,6
2021,98,76,6
2021,98,77,6
2021,98,116,6
2021,98,134,6
2021,98,158,6
2021,98,160,6
2021,98,161,6
2021,98,181,6
2021,98,182,6
2021,98,199,6
2021,98,204,6
2021,98,223,6
2021,98,224,6
2021,100,24,6
2021,100,48,6
2021,100,55,6
2021,100,78,6
2021,100,108,6
2021,100,136,6
2021,100,142,6
2021,100,162,6
2021,100,183,6
2021,100,184,6
2021,100,186,6
2021,100,204,6
2021,100,206,6
2021,100,223,6
2021,100,224,6
2021,101,24,6
2021,101,48,6
2021,101,55,6
2021,101,85,6
2021,101,113,6
2021,101,138,6
2021,101,140,6
2021,101,163,6
2021,101,167,6
2021,101,188,6
2021,101,191,6
2021,101,193,6
2021,101,195,6
2021,101,211,6
2021,101,219,6
2021,101,230,6
2021,101,221,6
2021,101,225,6
2021,101,245,6
2021,101,226,6
2021,101,244,6
2021,101,228,6
2021,102,14,6
2021,102,21,6
2021,102,49,6
2021,102,80,6
2021,102,85,6
2021,102,113,6
2021,102,138,6
2021,102,140,6
2021,102,163,6
2021,102,167,6
2021,102,188,6
2021,102,191,6
2021,102,193,6
2021,102,195,6
2021,102,211,6
2021,102,219,6
2021,102,230,6
2021,102,221,6
2021,102,225,6
2021,102,245,6
2021,102,226,6
2021,102,244,6
2021,102,228,6
2021,103,1,6
2021,103,17,6
2021,103,35,6
2021,103,36,6
2021,103,52,6
2021,103,81,6
2021,103,111,6
2021,103,165,6
2021,103,209,6
2021,103,213,6
2021,103,214,6
2021,103,216,6
2021,103,219,6
2021,103,230,6
2021,103,221,6
2021,103,225,6
2021,103,245,6
2021,103,226,6
2021,103,244,6
2021,103,228,6
2021,106,4,6
2021,106,18,6
2021,106,32,6
2021,106,34,6
2021,106,68,6
2021,106,201,6
2021,106,223,6
2021,106,224,6
2021,106,226,6
2021,106,244,6
2021,106,231,6
2021,106,233,6
2021,106,236,6
2021,106,242,6
2021,106,251,6
2021,108,6,6
2021,108,31,6
2021,108,63,6
2021,108,70,6
2021,108,100,6
2021,108,125,6
2021,108,126,6
2021,108,152,6
2021,108,153,6
2021,108,155,6
2021,108,177,6
2021,108,180,6
2021,108,181,6
2021,108,206,6
2021,108,209,6
2021,108,214,6
2021,108,216,6
2021,108,219,6
2021,108,230,6
2021,111,7,6
2021,111,30,6
2021,111,41,6
2021,111,61,6
2021,111,73,6
2021,111,103,6
2021,111,129,6
2021,111,130,6
2021,111,147,6
2021,111,158,6
2021,111,182,6
2021,111,183,6
2021,111,193,6
2021,111,195,6
2021,111,209,6
2021,111,214,6
2021,111,216,6
2021,113,7,6
2021,113,30,6
2021,113,41,6
2021,113,61,6
2021,113,71,6
2021,113,101,6
2021,113,102,6
2021,113,123,6
2021,113,150,6
2021,113,156,6
2021,113,157,6
2021,113,181,6
2021,113,206,6
2021,113,219,6
2021,113,230,6
2021,113,231,6
2021,113,233,6
2021,113,236,6
2021,116,6,6
2021,116,18,6
2021,116,31,6
2021,116,38,6
2021,116,64,6
2021,116,96,6
2021,116,98,6
2021,116,178,6
2021,116,199,6
2021,116,200,6
2021,116,204,6
2021,116,221,6
2021,116,228,6
2021,116,231,6
2021,116,233,6
2021,116,236,6
2021,116,242,6
2021,116,251,6
2021,120,4,6
2021,120,17,6
2021,120,32,6
2021,120,34,6
2021,120,35,6
2021,120,36,6
2021,120,52,6
2021,120,81,6
2021,120,225,6
2021,120,245,6
2021,120,231,6
2021,120,233,6
2021,120,236,6
2021,120,242,6
2021,120,247,6
2021,120,251,6
2021,123,24,6
2021,123,48,6
2021,123,55,6
2021,123,85,6
2021,123,113,6
2021,123,138,6
2021,123,140,6
2021,123,163,6
2021,123,167,6
2021,123,188,6
2021,123,191,6
2021,123,193,6
2021,123,195,6
2021,123,211,6
2021,123,219,6
2021,123,230,6
2021,123,221,6
2021,123,225,6
2021,123,245,6
2021,123,226,6
2021,123,244,6
2021,123,228,6
2021,125,11,6
2021,125,12,6
2021,125,46,6
2021,125,78,6
2021,125,108,6
2021,125,136,6
2021,125,142,6
2021,125,162,6
2021,125,183,6
2021,125,184,6
2021,125,186,6
2021,125,206,6
2021,125,221,6
2021,125,225,6
2021,125,245,6
2021,125,226,6
2021,125,244,6
2021,129,1,6
2021,129,14,6
2021,129,21,6
2021,129,49,6
2021,129,80,6
2021,129,111,6
2021,129,165,6
2021,129,209,6
2021,129,213,6
2021,129,214,6
2021,129,216,6
2021,129,231,6
2021,129,242,6
2021,129,246,6
2021,129,247,6
2021,129,251,6
2021,130,4,6
2021,130,6,6
2021,130,14,6
2021,130,21,6
2021,130,49,6
2021,130,32,6
2021,130,34,6
2021,130,35,6
2021,130,36,6
2021,130,80,6
2021,130,111,6
2021,130,165,6
2021,130,213,6
2021,130,214,6
2021,130,216,6
2021,130,233,6
2021,130,238,6
2021,130,239,6
2021,130,246,6
2021,130,252,6
2021,130,261,6
2021,130,262,6
2021,130,263,6
2021,130,266,6
2021,130,267,6
2021,133,6,6
2021,133,17,6
2021,133,31,6
2021,133,38,6
2021,133,52,6
2021,133,64,6
2021,133,68,6
2021,133,201,6
2021,133,224,6
2021,133,225,6
2021,133,245,6
2021,133,238,6
2021,133,239,6
2021,133,247,6
2021,133,252,6
2021,133,254,6
2021,133,255,6
2021,133,261,6
2021,133,262,6
2021,133,263,6
2021,134,6,6
2021,134,17,6
2021,134,18,6
2021,134,31,6
2021,134,38,6
2021,134,64,6
2021,134,96,6
2021,134,98,6
2021,134,178,6
2021,134,200,6
2021,134,223,6
2021,134,226,6
2021,134,244,6
2021,134,238,6
2021,134,239,6
2021,134,247,6
2021,134,252,6
2021,134,254,6
2021,134,255,6
2021,134,261,6
2021,134,262,6
2021,134,263,6
2021,136,7,6
2021,136,30,6
2021,136,63,6
2021,136,70,6
2021,136,100,6
2021,136,125,6
2021,136,126,6
2021,136,152,6
2021,136,153,6
2021,136,155,6
2021,136,177,6
2021,136,180,6
2021,136,199,6
2021,136,204,6
2021,136,221,6
2021,136,228,6
2021,136,231,6
2021,136,233,6
2021,136,236,6
2021,136,242,6
2021,136,251,6
2021,138,10,6
2021,138,28,6
2021,138,41,6
2021,138,61,6
2021,138,71,6
2021,138,101,6
2021,138,102,6
2021,138,123,6
2021,138,150,6
2021,138,156,6
2021,138,157,6
2021,138,181,6
2021,138,206,6
2021,138,228,6
2021,138,238,6
2021,138,239,6
2021,138,242,6
2021,138,251,6
2021,138,252,6
2021,138,254,6
2021,138,255,6
2021,142,7,6
2021,142,14,6
2021,142,17,6
2021,142,18,6
2021,142,30,6
2021,142,63,6
2021,142,70,6
2021,142,100,6
2021,142,125,6
2021,142,126,6
2021,142,152,6
2021,142,153,6
2021,142,155,6
2021,142,177,6
2021,142,180,6
2021,142,199,6
2021,142,204,6
2021,142,221,6
2021,142,228,6
2021,142,238,6
2021,142,239,6
2021,142,242,6
2021,142,251,6
2021,142,252,6
2021,142,254,6
2021,142,255,6
2021,145,6,6
2021,145,14,6
2021,145,21,6
2021,145,49,6
2021,145,31,6
2021,145,38,6
2021,145,64,6
2021,145,68,6
2021,145,80,6
2021,145,81,6
2021,145,225,6
2021,145,245,6
2021,145,233,6
2021,145,236,6
2021,145,238,6
2021,145,239,6
2021,145,247,6
2021,145,252,6
2021,145,261,6
2021,145,262,6
2021,145,263,6
2021,147,6,6
2021,147,14,6
2021,147,21,6
2021,147,49,6
2021,147,31,6
2021,147,38,6
2021,147,64,6
2021,147,68,6
2021,147,80,6
2021,147,111,6
2021,147,165,6
2021,147,213,6
2021,147,214,6
2021,147,216,6
2021,147,233,6
2021,147,238,6
2021,147,239,6
2021,147,246,6
2021,147,252,6
2021,147,261,6
2021,147,262,6
2021,147,263,6
2021,147,266,6
2021,147,267,6
2021,150,1,6
2021,150,4,6
2021,150,6,6
2021,150,7,6
2021,150,24,6
2021,150,32,6
2021,150,48,6
2021,150,55,6
2021,150,85,6
2021,150,113,6
2021,150,138,6
2021,150,140,6
2021,150,163,6
2021,150,167,6
2021,150,188,6
2021,150,191,6
2021,150,193,6
2021,150,209,6
2021,150,211,6
2021,150,231,6
2021,150,242,6
2021,150,246,6
2021,150,247,6
2021,150,251,6
2021,126,6,6
2021,152,6,6
2021,153,6,6
2021,126,7,6
2021,152,7,6
2021,153,7,6
2021,126,10,6
2021,152,10,6
2021,153,10,6
2021,126,11,6
2021,152,11,6
2021,153,11,6
2021,126,12,6
2021,152,12,6
2021,153,12,6
2021,126,46,6
2021,152,46,6
2021,153,46,6
2021,126,78,6
2021,152,78,6
2021,153,78,6
2021,126,108,6
2021,152,108,6
2021,153,108,6
2021,126,136,6
2021,152,136,6
2021,153,136,6
2021,126,142,6
2021,152,142,6
2021,153,142,6
2021,126,162,6
2021,152,162,6
2021,153,162,6
2021,126,184,6
2021,152,184,6
2021,153,184,6
2021,126,186,6
2021,152,186,6
2021,153,186,6
2021,126,195,6
2021,152,195,6
2021,153,195,6
2021,126,219,6
2021,152,219,6
2021,153,219,6
2021,126,230,6
2021,152,230,6
2021,153,230,6
2021,126,228,6
2021,152,228,6
2021,153,228,6
2021,126,242,6
2021,152,242,6
2021,153,242,6
2021,126,246,6
2021,152,246,6
2021,153,246,6
2021,126,247,6
2021,152,247,6
2021,153,247,6
2021,155,10,6
2021,155,11,6
2021,155,12,6
2021,155,28,6
2021,155,30,6
2021,155,31,6
2021,155,34,6
2021,155,35,6
2021,155,36,6
2021,155,38,6
2021,155,46,6
2021,155,78,6
2021,155,108,6
2021,155,136,6
2021,155,142,6
2021,155,162,6
2021,155,186,6
2021,155,211,6
2021,155,216,6
2021,155,233,6
2021,155,238,6
2021,155,239,6
2021,155,252,6
2021,155,261,6
2021,155,262,6
2021,155,263,6
2021,155,266,6
2021,155,267,6
2021,156,4,6
2021,156,6,6
2021,156,7,6
2021,156,24,6
2021,156,32,6
2021,156,34,6
2021,156,35,6
2021,156,36,6
2021,156,48,6
2021,156,55,6
2021,156,85,6
2021,156,113,6
2021,156,138,6
2021,156,140,6
2021,156,163,6
2021,156,167,6
2021,156,188,6
2021,156,191,6
2021,156,211,6
2021,156,216,6
2021,156,233,6
2021,156,238,6
2021,156,239,6
2021,156,252,6
2021,156,261,6
2021,156,262,6
2021,156,263,6
2021,156,266,6
2021,156,267,6
2021,157,7,6
2021,157,24,6
2021,157,30,6
2021,157,31,6
2021,157,38,6
2021,157,48,6
2021,157,55,6
2021,157,64,6
2021,157,68,6
2021,157,85,6
2021,157,113,6
2021,157,138,6
2021,157,165,6
2021,157,213,6
2021,157,214,6
2021,157,236,6
2021,157,254,6
2021,157,258,6
2021,157,269,6
2021,157,274,6
2021,157,276,6
2021,158,7,6
2021,158,24,6
2021,158,30,6
2021,158,48,6
2021,158,55,6
2021,158,63,6
2021,158,70,6
2021,158,85,6
2021,158,96,6
2021,158,98,6
2021,158,111,6
2021,158,236,6
2021,158,246,6
2021,158,254,6
2021,158,258,6
2021,158,266,6
2021,158,267,6
2021,158,269,6
2021,158,274,6
2021,160,7,6
2021,160,14,6
2021,160,21,6
2021,160,49,6
2021,160,30,6
2021,160,63,6
2021,160,70,6
2021,160,80,6
2021,160,81,6
2021,160,96,6
2021,160,98,6
2021,160,246,6
2021,160,254,6
2021,160,255,6
2021,160,258,6
2021,160,266,6
2021,160,267,6
2021,160,269,6
2021,160,274,6
2021,161,7,6
2021,161,14,6
2021,161,21,6
2021,161,49,6
2021,161,30,6
2021,161,52,6
2021,161,63,6
2021,161,70,6
2021,161,96,6
2021,161,98,6
2021,161,201,6
2021,161,224,6
2021,161,225,6
2021,161,245,6
2021,161,246,6
2021,161,256,6
2021,161,258,6
2021,161,266,6
2021,161,267,6
2021,161,269,6
2021,161,271,6
2021,161,274,6
2021,162,7,6
2021,162,14,6
2021,162,21,6
2021,162,49,6
2021,162,30,6
2021,162,52,6
2021,162,63,6
2021,162,70,6
2021,162,100,6
2021,162,125,6
2021,162,126,6
2021,162,152,6
2021,162,153,6
2021,162,155,6
2021,162,177,6
2021,162,178,6
2021,162,200,6
2021,162,223,6
2021,162,226,6
2021,162,244,6
2021,162,247,6
2021,162,256,6
2021,162,258,6
2021,162,261,6
