"year_","box1","box2","no"
2021,209,247,3
2021,209,254,3
2021,209,258,3
2021,209,261,3
2021,209,262,3
2021,209,263,3
2021,211,133,3
2021,211,134,3
2021,211,138,3
2021,211,142,3
2021,211,160,3
2021,211,140,3
2021,211,163,3
2021,211,183,3
2021,211,206,3
2021,211,228,3
2021,211,238,3
2021,211,239,3
2021,211,242,3
2021,211,251,3
2021,211,252,3
2021,211,254,3
2021,211,255,3
2021,213,138,3
2021,213,161,3
2021,213,162,3
2021,213,140,3
2021,213,163,3
2021,213,184,3
2021,213,195,3
2021,213,219,3
2021,213,230,3
2021,213,231,3
2021,213,238,3
2021,213,239,3
2021,213,254,3
2021,213,255,3
2021,214,161,3
2021,214,162,3
2021,214,165,3
2021,214,167,3
2021,214,184,3
2021,214,195,3
2021,214,219,3
2021,214,230,3
2021,214,251,3
2021,214,252,3
2021,214,256,3
2021,214,258,3
2021,214,271,3
2021,216,161,3
2021,216,162,3
2021,216,165,3
2021,216,167,3
2021,216,183,3
2021,216,184,3
2021,216,206,3
2021,216,228,3
2021,216,242,3
2021,216,255,3
2021,216,258,3
2021,216,261,3
2021,216,262,3
2021,216,271,3
2021,219,157,3
2021,230,157,3
2021,219,158,3
2021,230,158,3
2021,219,160,3
2021,230,160,3
2021,219,161,3
2021,230,161,3
2021,219,180,3
2021,230,180,3
2021,219,186,3
2021,230,186,3
2021,219,188,3
2021,230,188,3
2021,219,191,3
2021,230,191,3
2021,219,199,3
2021,230,199,3
2021,219,200,3
2021,230,200,3
2021,219,213,3
2021,230,213,3
2021,219,214,3
2021,230,214,3
2021,219,223,3
2021,230,223,3
2021,219,225,3
2021,230,225,3
2021,219,245,3
2021,230,245,3
2021,219,236,3
2021,230,236,3
2021,219,246,3
2021,230,246,3
2021,219,254,3
2021,230,254,3
2021,219,258,3
2021,230,258,3
2021,219,266,3
2021,230,266,3
2021,219,267,3
2021,230,267,3
2021,219,269,3
2021,230,269,3
2021,219,274,3
2021,230,274,3
2021,221,157,3
2021,221,158,3
2021,221,160,3
2021,221,178,3
2021,221,180,3
2021,221,184,3
2021,221,193,3
2021,221,201,3
2021,221,209,3
2021,221,224,3
2021,221,231,3
2021,221,246,3
2021,221,251,3
2021,221,262,3
2021,221,263,3
2021,221,266,3
2021,221,267,3
2021,223,155,3
2021,223,156,3
2021,223,157,3
2021,223,177,3
2021,223,182,3
2021,223,183,3
2021,223,195,3
2021,223,219,3
2021,223,230,3
2021,223,251,3
2021,223,262,3
2021,223,263,3
2021,223,266,3
2021,223,267,3
2021,224,155,3
2021,224,156,3
2021,224,157,3
2021,224,177,3
2021,224,181,3
2021,224,206,3
2021,224,221,3
2021,224,228,3
2021,224,242,3
2021,224,263,3
2021,224,266,3
2021,224,267,3
2021,225,178,3
2021,245,178,3
2021,225,180,3
2021,245,180,3
2021,225,181,3
2021,245,181,3
2021,225,199,3
2021,245,199,3
2021,225,206,3
2021,245,206,3
2021,225,219,3
2021,245,219,3
2021,225,230,3
2021,245,230,3
2021,225,251,3
2021,245,251,3
2021,225,262,3
2021,245,262,3
2021,225,269,3
2021,245,269,3
2021,225,274,3
2021,245,274,3
2021,225,276,3
2021,245,276,3
2021,226,157,3
2021,244,157,3
2021,226,178,3
2021,244,178,3
2021,226,180,3
2021,244,180,3
2021,226,182,3
2021,244,182,3
2021,226,183,3
2021,244,183,3
2021,226,195,3
2021,244,195,3
2021,226,201,3
2021,244,201,3
2021,226,209,3
2021,244,209,3
2021,226,231,3
2021,244,231,3
2021,226,252,3
2021,244,252,3
2021,226,261,3
2021,244,261,3
2021,226,269,3
2021,244,269,3
2021,226,274,3
2021,244,274,3
2021,226,276,3
2021,244,276,3
2021,228,157,3
2021,228,158,3
2021,228,160,3
2021,228,180,3
2021,228,184,3
2021,228,193,3
2021,228,199,3
2021,228,200,3
2021,228,211,3
2021,228,216,3
2021,228,224,3
2021,228,233,3
2021,228,238,3
2021,228,239,3
2021,228,246,3
2021,228,252,3
2021,228,261,3
2021,228,266,3
2021,228,267,3
2021,228,269,3
2021,228,274,3
2021,231,181,3
2021,231,182,3
2021,231,183,3
2021,231,184,3
2021,231,186,3
2021,231,188,3
2021,231,191,3
2021,231,204,3
2021,231,213,3
2021,231,221,3
2021,231,226,3
2021,231,244,3
2021,231,247,3
2021,231,255,3
2021,231,263,3
2021,231,269,3
2021,231,271,3
2021,233,186,3
2021,233,188,3
2021,233,191,3
2021,233,193,3
2021,233,195,3
2021,233,206,3
2021,233,228,3
2021,233,242,3
2021,233,256,3
2021,233,261,3
2021,233,262,3
2021,233,273,3
2021,236,186,3
2021,236,188,3
2021,236,191,3
2021,236,193,3
2021,236,209,3
2021,236,219,3
2021,236,230,3
2021,236,251,3
2021,236,252,3
2021,236,261,3
2021,236,273,3
2021,238,193,3
2021,239,193,3
2021,238,195,3
2021,239,195,3
2021,238,206,3
2021,239,206,3
2021,238,211,3
2021,239,211,3
2021,238,213,3
2021,239,213,3
2021,238,228,3
2021,239,228,3
2021,238,242,3
2021,239,242,3
2021,238,256,3
2021,239,256,3
2021,238,262,3
2021,239,262,3
2021,238,269,3
2021,239,269,3
2021,238,273,3
2021,239,273,3
2021,242,181,3
2021,242,182,3
2021,242,183,3
2021,242,184,3
2021,242,193,3
2021,242,199,3
2021,242,200,3
2021,242,211,3
2021,242,216,3
2021,242,224,3
2021,242,233,3
2021,242,238,3
2021,242,239,3
2021,242,258,3
2021,242,276,3
2021,246,200,3
2021,246,201,3
2021,246,204,3
2021,246,219,3
2021,246,230,3
2021,246,221,3
2021,246,228,3
2021,246,251,3
2021,246,262,3
2021,246,269,3
2021,246,274,3
2021,246,277,3
2021,247,181,3
2021,247,195,3
2021,247,199,3
2021,247,200,3
2021,247,201,3
2021,247,206,3
2021,247,209,3
2021,247,231,3
2021,247,252,3
2021,247,261,3
2021,247,277,3
2021,251,181,3
2021,251,182,3
2021,251,183,3
2021,251,184,3
2021,251,193,3
2021,251,204,3
2021,251,211,3
2021,251,214,3
2021,251,221,3
2021,251,223,3
2021,251,225,3
2021,251,245,3
2021,251,236,3
2021,251,246,3
2021,251,254,3
2021,251,266,3
2021,251,267,3
2021,251,271,3
2021,251,274,3
2021,252,193,3
2021,252,195,3
2021,252,206,3
2021,252,211,3
2021,252,214,3
2021,252,226,3
2021,252,244,3
2021,252,228,3
2021,252,236,3
2021,252,247,3
2021,252,255,3
2021,252,256,3
2021,252,263,3
2021,252,273,3
2021,252,274,3
2021,254,209,3
2021,254,211,3
2021,254,213,3
2021,254,219,3
2021,254,230,3
2021,254,251,3
2021,254,262,3
2021,254,269,3
2021,255,211,3
2021,255,213,3
2021,255,216,3
2021,255,231,3
2021,255,252,3
2021,255,261,3
2021,256,214,3
2021,256,233,3
2021,256,238,3
2021,256,239,3
2021,256,252,3
2021,256,261,3
2021,258,209,3
2021,258,214,3
2021,258,216,3
2021,258,219,3
2021,258,230,3
2021,258,242,3
2021,258,263,3
2021,258,274,3
2021,261,195,3
2021,261,206,3
2021,261,209,3
2021,261,216,3
2021,261,226,3
2021,261,244,3
2021,261,228,3
2021,261,233,3
2021,261,236,3
2021,261,247,3
2021,261,255,3
2021,261,256,3
2021,261,267,3
2021,261,273,3
2021,261,276,3
2021,262,195,3
2021,262,204,3
2021,262,206,3
2021,262,209,3
2021,262,216,3
2021,262,221,3
2021,262,223,3
2021,262,225,3
2021,262,245,3
2021,262,233,3
2021,262,238,3
2021,262,239,3
2021,262,246,3
2021,262,254,3
2021,262,266,3
2021,262,271,3
2021,262,276,3
2021,263,195,3
2021,263,204,3
2021,263,206,3
2021,263,209,3
2021,263,221,3
2021,263,223,3
2021,263,224,3
2021,263,231,3
2021,263,252,3
2021,263,258,3
2021,263,277,3
2021,266,204,3
2021,266,219,3
2021,266,230,3
2021,266,221,3
2021,266,223,3
2021,266,224,3
2021,266,228,3
2021,266,251,3
2021,266,262,3
2021,266,269,3
2021,267,204,3
2021,267,219,3
2021,267,230,3
2021,267,221,3
2021,267,223,3
2021,267,224,3
2021,267,228,3
2021,267,251,3
2021,267,261,3
2021,269,219,3
2021,269,230,3
2021,269,225,3
2021,269,245,3
2021,269,226,3
2021,269,244,3
2021,269,228,3
2021,269,231,3
2021,269,238,3
2021,269,239,3
2021,269,246,3
2021,269,254,3
2021,269,266,3
2021,269,271,3
2021,269,277,3
2021,271,214,3
2021,271,216,3
2021,271,231,3
2021,271,251,3
2021,271,262,3
2021,271,269,3
2021,273,233,3
2021,273,236,3
2021,273,238,3
2021,273,239,3
2021,273,252,3
2021,273,261,3
2021,274,219,3
2021,274,230,3
2021,274,225,3
2021,274,245,3
2021,274,226,3
2021,274,244,3
2021,274,228,3
2021,274,246,3
2021,274,251,3
2021,274,252,3
2021,274,258,3
2021,276,225,3
2021,276,245,3
2021,276,226,3
2021,276,244,3
2021,276,242,3
2021,276,261,3
2021,276,262,3
2021,277,246,3
2021,277,247,3
2021,277,263,3
2021,277,269,3
2021,1,28,4
2021,1,41,4
2021,1,61,4
2021,1,70,4
2021,1,71,4
2021,1,98,4
2021,1,100,4
2021,1,125,4
2021,4,10,4
2021,4,43,4
2021,4,44,4
2021,4,73,4
2021,4,98,4
2021,4,100,4
2021,4,101,4
2021,4,102,4
2021,4,125,4
2021,6,11,4
2021,6,12,4
2021,6,46,4
2021,6,74,4
2021,6,75,4
2021,6,76,4
2021,6,96,4
2021,6,100,4
2021,6,101,4
2021,6,102,4
2021,6,103,4
2021,7,24,4
2021,7,35,4
2021,7,36,4
2021,7,48,4
2021,7,55,4
2021,7,68,4
2021,7,77,4
2021,7,78,4
2021,7,96,4
2021,7,100,4
2021,7,101,4
2021,7,102,4
2021,7,103,4
2021,7,106,4
2021,7,120,4
2021,10,4,4
2021,10,21,4
2021,10,49,4
2021,10,32,4
2021,10,38,4
2021,10,64,4
2021,10,70,4
2021,10,80,4
2021,10,85,4
2021,10,100,4
2021,10,101,4
2021,10,102,4
2021,10,108,4
2021,10,116,4
2021,10,129,4
2021,10,130,4
2021,10,133,4
2021,10,134,4
2021,10,145,4
2021,10,147,4
2021,11,6,4
2021,12,6,4
2021,11,17,4
2021,12,17,4
2021,11,31,4
2021,12,31,4
2021,11,52,4
2021,12,52,4
2021,11,63,4
2021,12,63,4
2021,11,71,4
2021,12,71,4
2021,11,81,4
2021,12,81,4
2021,11,102,4
2021,12,102,4
2021,11,111,4
2021,12,111,4
2021,11,113,4
2021,12,113,4
2021,11,129,4
2021,12,129,4
2021,11,130,4
2021,12,130,4
2021,11,133,4
2021,12,133,4
2021,11,134,4
2021,12,134,4
2021,11,136,4
2021,12,136,4
2021,11,145,4
2021,12,145,4
2021,11,147,4
2021,12,147,4
2021,14,28,4
2021,14,43,4
2021,14,74,4
2021,14,75,4
2021,14,106,4
2021,14,108,4
2021,14,113,4
2021,14,116,4
2021,17,11,4
2021,17,12,4
2021,17,44,4
2021,17,76,4
2021,17,77,4
2021,17,78,4
2021,17,108,4
2021,17,113,4
2021,18,24,4
2021,18,46,4
2021,18,55,4
2021,18,85,4
2021,18,113,4
2021,21,10,4
2021,49,10,4
2021,21,28,4
2021,49,28,4
2021,21,43,4
2021,49,43,4
2021,21,74,4
2021,49,74,4
2021,21,75,4
2021,49,75,4
2021,21,106,4
2021,49,106,4
2021,21,116,4
2021,49,116,4
2021,21,136,4
2021,49,136,4
2021,21,138,4
2021,49,138,4
2021,24,7,4
2021,24,18,4
2021,24,30,4
2021,24,41,4
2021,24,61,4
2021,24,73,4
2021,24,103,4
2021,24,113,4
2021,24,120,4
2021,24,133,4
2021,24,134,4
2021,24,136,4
2021,28,1,4
2021,28,14,4
2021,28,21,4
2021,28,49,4
2021,28,34,4
2021,28,68,4
2021,28,80,4
2021,28,85,4
2021,28,96,4
2021,28,108,4
2021,28,116,4
2021,28,123,4
2021,28,125,4
2021,28,129,4
2021,28,130,4
2021,28,133,4
2021,28,134,4
2021,28,145,4
2021,28,147,4
2021,30,24,4
2021,30,35,4
2021,30,36,4
2021,30,48,4
2021,30,55,4
2021,30,77,4
2021,30,78,4
2021,30,98,4
2021,30,106,4
2021,30,120,4
2021,30,123,4
2021,30,125,4
2021,30,129,4
2021,31,11,4
2021,31,12,4
2021,31,46,4
2021,31,74,4
2021,31,75,4
2021,31,76,4
2021,31,98,4
2021,31,103,4
2021,31,123,4
2021,31,125,4
2021,31,129,4
2021,32,10,4
2021,32,43,4
2021,32,44,4
2021,32,73,4
2021,32,98,4
2021,32,100,4
2021,32,101,4
2021,32,102,4
2021,32,125,4
2021,34,28,4
2021,34,43,4
2021,34,73,4
2021,34,101,4
2021,34,102,4
2021,34,123,4
2021,34,126,4
2021,34,152,4
2021,34,153,4
2021,35,7,4
2021,36,7,4
2021,35,30,4
2021,36,30,4
2021,35,41,4
2021,36,41,4
2021,35,61,4
2021,36,61,4
2021,35,71,4
2021,36,71,4
2021,35,101,4
2021,36,101,4
2021,35,123,4
2021,36,123,4
2021,35,126,4
2021,36,126,4
2021,35,152,4
2021,36,152,4
2021,35,153,4
2021,36,153,4
2021,38,10,4
2021,38,44,4
2021,38,74,4
2021,38,75,4
2021,38,103,4
2021,38,123,4
2021,38,129,4
2021,38,126,4
2021,38,152,4
2021,38,153,4
2021,41,1,4
2021,61,1,4
2021,41,24,4
2021,61,24,4
2021,41,35,4
2021,61,35,4
2021,41,36,4
2021,61,36,4
2021,41,48,4
2021,61,48,4
2021,41,55,4
2021,61,55,4
2021,41,77,4
2021,61,77,4
2021,41,78,4
2021,61,78,4
2021,41,98,4
2021,61,98,4
2021,41,116,4
2021,61,116,4
2021,41,130,4
2021,61,130,4
2021,41,133,4
2021,61,133,4
2021,41,134,4
2021,61,134,4
2021,41,145,4
2021,61,145,4
2021,41,147,4
2021,61,147,4
2021,41,150,4
2021,61,150,4
2021,41,126,4
2021,61,126,4
2021,41,152,4
2021,61,152,4
2021,41,153,4
2021,61,153,4
2021,41,156,4
2021,61,156,4
2021,43,4,4
2021,43,14,4
2021,43,21,4
2021,43,49,4
2021,43,32,4
2021,43,34,4
2021,43,68,4
2021,43,80,4
2021,43,85,4
2021,43,96,4
2021,43,108,4
2021,43,123,4
2021,43,125,4
2021,43,136,4
2021,43,142,4
2021,43,150,4
2021,43,156,4
2021,43,157,4
2021,43,158,4
2021,43,160,4
2021,43,161,4
2021,43,162,4
2021,44,4,4
2021,44,17,4
2021,44,32,4
2021,44,38,4
2021,44,52,4
2021,44,64,4
2021,44,70,4
2021,44,81,4
2021,44,100,4
2021,44,101,4
2021,44,111,4
2021,44,113,4
2021,44,123,4
2021,44,136,4
2021,44,142,4
2021,44,150,4
2021,44,156,4
2021,44,157,4
2021,44,158,4
2021,44,160,4
2021,44,161,4
2021,44,162,4
2021,46,6,4
2021,46,18,4
2021,46,31,4
2021,46,63,4
2021,46,71,4
2021,46,102,4
2021,46,129,4
2021,46,130,4
2021,46,138,4
2021,46,142,4
2021,46,145,4
2021,46,147,4
2021,46,160,4
2021,46,161,4
2021,46,162,4
2021,46,140,4
2021,46,163,4
2021,48,7,4
2021,48,30,4
2021,48,41,4
2021,48,61,4
2021,48,73,4
2021,48,103,4
2021,48,120,4
2021,48,133,4
2021,48,134,4
2021,48,136,4
2021,48,138,4
2021,52,11,4
2021,52,12,4
2021,52,44,4
2021,52,76,4
2021,52,77,4
2021,52,78,4
2021,52,108,4
2021,52,136,4
2021,52,138,4
2021,55,7,4
2021,55,18,4
2021,55,30,4
2021,55,41,4
2021,55,61,4
2021,55,73,4
2021,55,103,4
2021,55,120,4
2021,55,133,4
2021,55,134,4
2021,55,142,4
2021,55,140,4
2021,55,163,4
2021,55,165,4
2021,63,11,4
2021,63,12,4
2021,63,46,4
2021,63,76,4
2021,63,106,4
2021,63,120,4
2021,63,130,4
2021,63,150,4
2021,63,126,4
2021,63,152,4
2021,63,153,4
2021,63,156,4
2021,64,10,4
2021,64,44,4
2021,64,74,4
2021,64,75,4
2021,64,103,4
2021,64,129,4
2021,64,150,4
2021,64,177,4
2021,68,7,4
2021,68,28,4
2021,68,43,4
2021,68,73,4
2021,68,102,4
2021,68,129,4
2021,68,150,4
2021,68,177,4
2021,70,1,4
2021,70,10,4
2021,70,44,4
2021,70,76,4
2021,70,106,4
2021,70,120,4
2021,70,130,4
2021,70,155,4
2021,70,156,4
2021,70,177,4
2021,71,1,4
2021,71,11,4
2021,71,12,4
2021,71,35,4
2021,71,36,4
2021,71,46,4
2021,71,77,4
2021,71,116,4
2021,71,133,4
2021,71,134,4
2021,71,145,4
2021,71,147,4
2021,71,155,4
2021,71,157,4
2021,71,177,4
2021,71,180,4
2021,73,4,4
2021,73,24,4
2021,73,32,4
2021,73,34,4
2021,73,48,4
2021,73,55,4
2021,73,68,4
2021,73,78,4
2021,73,98,4
2021,73,108,4
2021,73,136,4
2021,73,142,4
2021,73,126,4
2021,73,152,4
2021,73,153,4
2021,73,155,4
2021,73,157,4
2021,73,158,4
2021,73,160,4
2021,73,161,4
2021,73,162,4
2021,73,177,4
2021,73,180,4
2021,74,6,4
2021,75,6,4
2021,74,14,4
2021,75,14,4
2021,74,21,4
2021,75,21,4
2021,74,49,4
2021,75,49,4
2021,74,31,4
2021,75,31,4
2021,74,38,4
2021,75,38,4
2021,74,64,4
2021,75,64,4
2021,74,80,4
2021,75,80,4
2021,74,85,4
2021,75,85,4
2021,74,96,4
2021,75,96,4
2021,74,113,4
2021,75,113,4
2021,74,125,4
2021,75,125,4
2021,74,138,4
2021,75,138,4
2021,74,126,4
2021,75,126,4
2021,74,152,4
2021,75,152,4
2021,74,153,4
2021,75,153,4
2021,74,155,4
2021,75,155,4
2021,74,140,4
2021,75,140,4
2021,74,163,4
2021,75,163,4
2021,74,167,4
2021,75,167,4
2021,74,177,4
2021,75,177,4
2021,74,180,4
2021,75,180,4
2021,74,181,4
2021,75,181,4
2021,74,182,4
2021,75,182,4
2021,74,183,4
2021,75,183,4
2021,74,184,4
2021,75,184,4
2021,74,186,4
2021,75,186,4
2021,76,6,4
2021,76,17,4
2021,76,31,4
2021,76,52,4
2021,76,63,4
2021,76,70,4
2021,76,81,4
2021,76,100,4
2021,76,101,4
2021,76,111,4
2021,76,123,4
2021,76,138,4
2021,76,150,4
2021,76,156,4
2021,76,157,4
2021,76,158,4
2021,76,140,4
2021,76,163,4
2021,76,167,4
2021,76,182,4
2021,76,183,4
2021,76,184,4
2021,76,186,4
2021,77,7,4
2021,77,17,4
2021,77,30,4
2021,77,41,4
2021,77,61,4
2021,77,52,4
2021,77,71,4
2021,77,81,4
2021,77,101,4
2021,77,102,4
2021,77,123,4
2021,77,150,4
2021,77,156,4
2021,77,157,4
2021,77,158,4
2021,77,165,4
2021,77,167,4
2021,77,182,4
2021,77,183,4
2021,77,184,4
2021,77,186,4
2021,78,7,4
2021,78,17,4
2021,78,30,4
2021,78,41,4
2021,78,61,4
2021,78,52,4
2021,78,73,4
2021,78,103,4
2021,78,129,4
2021,78,130,4
2021,78,145,4
2021,78,147,4
2021,78,160,4
2021,78,161,4
2021,78,162,4
2021,78,165,4
2021,78,167,4
2021,80,10,4
2021,80,28,4
2021,80,43,4
2021,80,74,4
2021,80,75,4
2021,80,106,4
2021,80,134,4
2021,80,142,4
2021,80,140,4
2021,80,163,4
2021,80,165,4
2021,81,11,4
2021,81,12,4
2021,81,44,4
2021,81,76,4
2021,81,77,4
2021,81,116,4
2021,81,134,4
2021,81,142,4
2021,81,140,4
2021,81,163,4
2021,81,165,4
2021,85,10,4
2021,85,18,4
2021,85,28,4
2021,85,43,4
2021,85,74,4
2021,85,75,4
2021,85,120,4
2021,85,133,4
2021,85,161,4
2021,85,162,4
2021,85,167,4
2021,85,188,4
2021,85,191,4
2021,96,6,4
2021,96,7,4
2021,96,28,4
2021,96,43,4
2021,96,74,4
2021,96,75,4
2021,96,103,4
2021,96,120,4
2021,96,130,4
2021,96,155,4
2021,96,156,4
2021,96,178,4
2021,98,1,4
2021,98,4,4
2021,98,30,4
2021,98,31,4
2021,98,32,4
2021,98,41,4
2021,98,61,4
2021,98,73,4
2021,98,102,4
2021,98,103,4
2021,98,120,4
2021,98,130,4
2021,98,155,4
2021,98,156,4
2021,98,178,4
2021,100,1,4
2021,100,4,4
2021,100,6,4
2021,100,7,4
2021,100,10,4
2021,100,32,4
2021,100,44,4
2021,100,76,4
2021,100,106,4
2021,100,133,4
2021,100,145,4
2021,100,147,4
2021,100,157,4
2021,100,178,4
2021,100,180,4
2021,101,4,4
2021,101,6,4
2021,101,7,4
2021,101,10,4
2021,101,32,4
2021,101,34,4
2021,101,35,4
2021,101,36,4
2021,101,44,4
2021,101,76,4
2021,101,77,4
2021,101,116,4
2021,101,134,4
2021,101,158,4
2021,101,160,4
2021,101,161,4
2021,101,178,4
2021,101,181,4
2021,101,182,4
2021,101,199,4
2021,101,200,4
2021,102,4,4
2021,102,6,4
2021,102,7,4
2021,102,10,4
2021,102,11,4
2021,102,12,4
2021,102,32,4
2021,102,34,4
2021,102,46,4
2021,102,68,4
2021,102,77,4
2021,102,98,4
2021,102,116,4
2021,102,134,4
2021,102,158,4
2021,102,160,4
2021,102,161,4
2021,102,178,4
2021,102,181,4
2021,102,182,4
2021,102,199,4
2021,102,200,4
2021,103,6,4
2021,103,7,4
2021,103,24,4
2021,103,31,4
2021,103,38,4
2021,103,48,4
2021,103,55,4
2021,103,64,4
2021,103,78,4
2021,103,96,4
2021,103,98,4
2021,103,108,4
2021,103,136,4
2021,103,142,4
2021,103,162,4
2021,103,178,4
2021,103,181,4
2021,103,182,4
2021,103,183,4
2021,103,184,4
2021,103,186,4
2021,103,199,4
2021,103,200,4
2021,106,7,4
2021,106,14,4
2021,106,21,4
2021,106,49,4
2021,106,30,4
2021,106,63,4
2021,106,70,4
2021,106,80,4
2021,106,100,4
2021,106,111,4
2021,106,125,4
2021,106,126,4
2021,106,152,4
2021,106,153,4
2021,106,155,4
2021,106,165,4
2021,106,177,4
2021,106,180,4
2021,106,181,4
2021,106,188,4
2021,106,191,4
2021,106,193,4
2021,106,195,4
2021,106,206,4
2021,106,211,4
2021,108,10,4
2021,108,14,4
2021,108,17,4
2021,108,28,4
2021,108,43,4
2021,108,52,4
2021,108,73,4
2021,108,103,4
2021,108,129,4
2021,108,130,4
2021,108,145,4
2021,108,147,4
2021,108,160,4
2021,108,184,4
2021,108,186,4
2021,108,188,4
2021,108,191,4
2021,111,11,4
2021,111,12,4
2021,111,44,4
2021,111,76,4
2021,111,106,4
2021,111,133,4
2021,111,161,4
2021,111,162,4
2021,111,167,4
2021,111,188,4
2021,111,191,4
2021,113,11,4
2021,113,12,4
2021,113,14,4
2021,113,17,4
2021,113,18,4
2021,113,24,4
2021,113,44,4
2021,113,74,4
2021,113,75,4
2021,113,120,4
2021,113,145,4
2021,113,160,4
2021,113,184,4
2021,113,186,4
2021,113,211,4
2021,113,213,4
2021,116,10,4
2021,116,14,4
2021,116,21,4
2021,116,49,4
2021,116,28,4
2021,116,41,4
2021,116,61,4
2021,116,71,4
2021,116,81,4
2021,116,101,4
2021,116,102,4
2021,116,123,4
2021,116,150,4
2021,116,156,4
2021,116,157,4
2021,116,158,4
2021,116,182,4
2021,116,183,4
2021,116,188,4
2021,116,191,4
2021,116,193,4
2021,116,195,4
2021,116,211,4
2021,120,7,4
2021,120,24,4
2021,120,30,4
2021,120,48,4
2021,120,55,4
2021,120,63,4
2021,120,70,4
2021,120,85,4
2021,120,96,4
2021,120,98,4
2021,120,113,4
2021,120,138,4
2021,120,140,4
2021,120,163,4
2021,120,167,4
2021,120,178,4
2021,120,188,4
2021,120,191,4
2021,120,193,4
2021,120,195,4
2021,120,199,4
2021,120,200,4
2021,120,204,4
2021,120,206,4
2021,120,211,4
2021,123,28,4
2021,123,30,4
2021,123,31,4
2021,123,34,4
2021,123,35,4
2021,123,36,4
2021,123,38,4
2021,123,43,4
2021,123,44,4
2021,123,76,4
2021,123,77,4
2021,123,116,4
2021,123,134,4
2021,123,158,4
2021,123,160,4
2021,123,161,4
2021,123,181,4
2021,123,182,4
2021,123,199,4
2021,123,200,4
2021,123,201,4
2021,125,1,4
2021,125,4,4
2021,125,28,4
2021,125,30,4
2021,125,31,4
2021,125,32,4
2021,125,43,4
2021,125,74,4
2021,125,75,4
2021,125,106,4
2021,125,133,4
2021,125,145,4
2021,125,147,4
2021,125,157,4
2021,125,180,4
2021,125,200,4
2021,125,201,4
2021,129,10,4
2021,129,11,4
2021,129,12,4
2021,129,28,4
2021,129,30,4
2021,129,31,4
2021,129,38,4
2021,129,46,4
2021,129,64,4
2021,129,68,4
2021,129,78,4
2021,129,108,4
2021,129,136,4
2021,129,142,4
2021,129,162,4
2021,129,183,4
2021,129,184,4
2021,129,186,4
2021,129,201,4
2021,129,204,4
2021,129,206,4
2021,129,223,4
2021,129,224,4
2021,130,10,4
2021,130,11,4
2021,130,12,4
2021,130,28,4
2021,130,41,4
2021,130,61,4
2021,130,46,4
2021,130,63,4
2021,130,70,4
2021,130,78,4
2021,130,96,4
2021,130,98,4
2021,130,108,4
2021,130,136,4
2021,130,142,4
2021,130,162,4
2021,130,184,4
2021,130,186,4
2021,130,195,4
2021,130,201,4
2021,130,219,4
2021,130,230,4
2021,130,221,4
2021,130,223,4
2021,130,224,4
2021,130,226,4
2021,130,244,4
2021,130,228,4
2021,133,10,4
2021,133,11,4
2021,133,12,4
2021,133,24,4
2021,133,28,4
2021,133,41,4
2021,133,61,4
2021,133,48,4
2021,133,55,4
2021,133,71,4
2021,133,85,4
2021,133,100,4
2021,133,111,4
2021,133,125,4
2021,133,126,4
2021,133,152,4
2021,133,153,4
2021,133,155,4
2021,133,165,4
2021,133,177,4
2021,133,180,4
2021,133,199,4
2021,133,204,4
2021,133,209,4
2021,133,213,4
2021,133,214,4
2021,133,216,4
2021,133,219,4
2021,133,230,4
2021,133,221,4
2021,133,228,4
2021,134,10,4
2021,134,11,4
2021,134,12,4
2021,134,24,4
2021,134,28,4
2021,134,41,4
2021,134,61,4
2021,134,48,4
2021,134,55,4
2021,134,71,4
2021,134,80,4
2021,134,81,4
2021,134,101,4
2021,134,102,4
2021,134,123,4
2021,134,150,4
2021,134,156,4
2021,134,157,4
2021,134,181,4
2021,134,206,4
2021,134,209,4
2021,134,213,4
2021,134,214,4
2021,134,216,4
2021,134,219,4
2021,134,230,4
2021,136,11,4
2021,136,12,4
2021,136,21,4
2021,136,49,4
2021,136,24,4
2021,136,43,4
2021,136,44,4
2021,136,48,4
2021,136,52,4
2021,136,73,4
2021,136,103,4
2021,136,129,4
2021,136,130,4
2021,136,147,4
2021,136,158,4
2021,136,182,4
2021,136,183,4
2021,136,193,4
2021,136,195,4
2021,136,211,4
2021,136,213,4
2021,138,21,4
2021,138,49,4
2021,138,46,4
2021,138,48,4
2021,138,52,4
2021,138,74,4
2021,138,75,4
2021,138,76,4
2021,138,120,4
2021,138,145,4
2021,138,160,4
2021,138,184,4
2021,138,193,4
2021,138,209,4
2021,138,214,4
2021,138,216,4
2021,142,43,4
2021,142,44,4
2021,142,46,4
2021,142,55,4
2021,142,73,4
2021,142,80,4
2021,142,81,4
2021,142,103,4
2021,142,129,4
2021,142,130,4
2021,142,147,4
2021,142,158,4
2021,142,182,4
2021,142,183,4
2021,142,195,4
2021,142,209,4
2021,142,213,4
2021,142,214,4
2021,142,216,4
2021,145,10,4
2021,145,11,4
2021,145,12,4
2021,145,28,4
2021,145,41,4
2021,145,61,4
2021,145,46,4
2021,145,71,4
2021,145,78,4
2021,145,100,4
2021,145,108,4
2021,145,113,4
2021,145,125,4
2021,145,138,4
2021,145,126,4
2021,145,152,4
2021,145,153,4
2021,145,155,4
2021,145,140,4
2021,145,163,4
2021,145,167,4
2021,145,177,4
2021,145,178,4
2021,145,188,4
2021,145,191,4
2021,145,199,4
2021,145,200,4
