"","ID","sex"
"2622","B2X4207",2
"2623","B2X4208",2
"2624","B2X4209",1
"2625","B2X4210",2
"2626","B2X4211",2
"2627","B2X4212",1
"2628","B2X4213",2
"2629","B2X4214",2
"2630","B2X4215",1
"2631","X01027709",1
"2632","B2X3207",1
"2633","B2X3205",2
"2634","B2X3635",1
"2635","B2X3636",1
"2636","B2X3206",2
"2637","B2X3204",1
"2638","B2X3661",2
"2639","B2X3659",1
"2640","X01029509",2
"2641","B2X3660",1
"2642","B2X3624",2
"2643","B2X3625",1
"2644","B2X3637",1
"2645","B2X3645",2
"2646","B2X3705",2
"2647","B2X3209",1
"2648","X01033409",1
"2649","B2X3626",2
"2650","B2X3628",2
"2651","B2X3627",1
"2652","B2X3650",1
"2653","B2X3646",2
"2654","B2X3649",1
"2655","B2X3648",2
"2656","B2X3647",1
"2657","B2X3203",2
"2658","B2X4080",2
"2659","B2X3620",1
"2660","B2X3202",2
"2661","B2X3692",2
"2662","B2X3638",1
"2663","B2X3629",2
"2664","B2X3201",1
"2665","B2X3662",2
"2666","B2X3208",2
"2667","B2X4079",1
"2668","B2X3704",1
"2669","B2X3703",2
"2670","B2X3657",2
"2671","B2X3024",1
"2672","B2X3956",1
"2673","B2X3957",1
"2674","B2X3958",1
"2675","B2X3959",2
"2676","B2X3898",1
"2677","B2X3900",1
"2678","B2X3899",1
"2679","B2X3955",1
"2680","B2X3953",1
"2681","B2X3954",1
"2682","B2X4004",2
"2683","B2X3831",1
"2684","B2A7682",1
"2685","B2X3950",1
"2686","B2X3951",1
"2687","B2X3952",1
"2688","B1V5069",1
"2689","B2X3948",2
"2690","B2X3949",1
"2691","B2V8712",2
"2692","B2V8727",1
"2693","B2V8728",1
"2694","B2V8729",1
"2695","B2V8730",2
"2696","B2V8731",1
"2697","B2V8732",2
"2698","B2V8733",2
"2699","B2V8734",1
"2700","B2V8735",2
"2701","B2X3922",2
"2702","X01000310",2
"2703","X02000310",2
"2704","X03000310",2
"2705","X04000310",1
"2706","X05000310",1
"2707","X06000310",1
"2708","X07000310",2
"2709","X08000310",2
"2710","X09000310",2
"2711","X10000310",2
"2712","X11000310",1
"2713","B2V8707",2
"2714","B2X4683",1
"2715","B2X4684",2
"2716","B2X4685",1
"2717","B2X4686",2
"2718","B2X4687",2
"2719","B2X4688",2
"2720","B2X4689",1
"2721","B2X4690",2
"2722","B2X4691",1
"2723","B2X4692",1
"2724","X01000410",2
"2725","B2X4504",2
"2726","B2X4505",1
"2727","B2X4506",1
"2728","B2X4507",1
"2729","B2X4508",1
"2730","B2X4509",1
"2731","B2X4510",1
"2732","B2X4511",1
"2733","B2X4512",2
"2734","X01000710",1
"2735","B2V8956",1
"2736","B2V8957",1
"2737","B2V8958",1
"2738","B2V8959",2
"2739","B2V8901",2
"2740","B2V8902",2
"2741","B2V8903",1
"2742","B2V8904",1
"2743","B2V8905",1
"2744","B2V8906",1
"2745","B2V8907",2
"2746","B2V8908",2
"2747","B2V8717",2
"2748","B2X4865",2
"2749","B2X4866",1
"2750","B2X4867",2
"2751","B2X4868",1
"2752","B2X4869",1
"2753","B2X4870",1
"2754","B2X4871",2
"2755","B2X4872",2
"2756","B2X4873",1
"2757","X01003110",1
"2758","X02003110",1
"2759","X01003210",2
"2760","X02003210",1
"2761","B2X4693",2
"2762","B2X4694",1
"2763","B2X4695",2
"2764","B2X4696",1
"2765","B2X4697",2
"2766","B2X4698",2
"2767","X01003310",2
"2768","X02003310",1
"2769","X03003310",2
"2770","X05003310",1
"2771","X01003610",2
"2772","X02003610",1
"2773","X03003610",2
"2774","X04003610",1
"2775","X05003610",2
"2776","X06003610",2
"2777","X07003610",2
"2778","B2V8800",1
"2779","B2V8909",1
"2780","B2V8910",2
"2781","B2V8911",2
"2782","B2V8912",2
"2783","B2V8913",1
"2784","B2V8914",1
"2785","B2V8915",1
"2786","B2V8916",2
"2787","B2X3851",2
"2788","X01004510",1
"2789","X02004510",2
"2790","X03004510",2
"2791","X04004510",2
"2792","X05004510",2
"2793","X06004510",2
"2794","X07004510",1
"2795","X08004510",1
"2796","X09004510",2
"2797","X10004510",1
"2798","X11004510",2
"2799","B2X4883",1
"2800","B2X4884",2
"2801","X01004710",2
"2802","X02004710",1
"2803","B2X3001",1
"2804","B2X3002",2
"2805","B2X3003",2
"2806","B2X3004",1
"2807","B2X3005",2
"2808","B2X3006",2
"2809","B2X3008",2
"2810","B2X3009",2
"2811","B2X3010",2
"2812","X01005010",1
"2813","B2V8946",2
"2814","B2V8947",1
"2815","B2V8948",2
"2816","B2V8949",2
"2817","B2V8950",1
"2818","B2V8951",2
"2819","B2V8952",1
"2820","B2V8953",2
"2821","B2V8954",1
"2822","B2V8955",1
"2823","B2X3944",2
"2824","X01005510",1
"2825","X02005510",2
"2826","X03005510",2
"2827","X04005510",2
"2828","X05005510",1
"2829","X06005510",2
"2830","X07005510",2
"2831","X08005510",2
"2832","X09005510",2
"2833","B2V8917",2
"2834","B2V8918",2
"2835","B2V8919",1
"2836","B2V8920",2
"2837","B2V8921",1
"2838","B2V8922",2
"2839","B2V8923",2
"2840","X01005910",1
"2841","X02005910",1
"2842","X03005910",1
"2843","B2X4648",2
"2844","B2X4649",2
"2845","B2X4650",1
"2846","B2X4651",2
"2847","B2X4652",2
"2848","B2X4653",2
"2849","B2X4654",1
"2850","B2X4655",1
"2851","B2X4656",1
"2852","X01006310",2
"2853","B2V8797",1
"2854","B2X4543",1
"2855","B2X4544",2
"2856","B2X4545",2
"2857","B2X4546",2
"2858","B2X4547",1
"2859","B2X4548",1
"2860","B2X4549",2
"2861","B2X4550",2
"2862","B2X4579",1
"2863","B2X4580",1
"2864","B2X4581",1
"2865","B2X4582",2
"2866","B2X4583",2
"2867","B2X4584",2
"2868","B2X4585",1
"2869","X01007210",1
"2870","B2V8796",1
"2871","B2V8710",2
"2872","B2X4570",1
"2873","B2X4571",2
"2874","B2X4572",1
"2875","B2X4573",2
"2876","B2X4574",1
"2877","B2X4575",2
"2878","B2X4576",1
"2879","B2X4577",2
"2880","B2X4578",2
"2881","B2V8714",2
"2882","X01007510",2
"2883","X02007510",1
"2884","X03007510",2
"2885","X04007510",2
"2886","X05007510",1
"2887","X06007510",1
"2888","X07007510",2
"2889","X08007510",2
"2890","B2X4727",1
"2891","B2X4728",1
"2892","B2X4729",2
"2893","B2X4730",2
"2894","B2X4731",1
"2895","B2X4732",2
"2896","B2X4733",2
"2897","B2X4734",2
"2898","B2X3930",2
"2899","B2X3933",1
"2900","B2X4701",2
"2901","B2X4702",2
"2902","B2X4703",1
"2903","B2X4704",1
"2904","B2X4705",1
"2905","B2X4706",2
"2906","B2X4707",2
"2907","B2X4708",2
"2908","B2X4709",1
"2909","X01007810",1
"2910","B2X3011",2
"2911","B2X3012",1
"2912","B2X3013",1
"2913","B2X3014",1
"2914","B2X3015",1
"2915","B2X3016",2
"2916","B2X3017",2
"2917","B2X3018",1
"2918","X01008110",1
"2919","B2X4768",1
"2920","B2X4769",1
"2921","B2X4770",2
"2922","B2X4771",2
"2923","B2X4772",2
"2924","B2X4773",1
"2925","B2X4774",2
"2926","B2X4775",1
"2927","X01009510",1
"2928","X02009510",1
"2929","X03009510",1
"2930","X04009510",2
"2931","X05009510",1
"2932","X06009510",2
"2933","X07009510",2
"2934","X08009510",2
"2935","X09009510",2
"2936","B2X3926",1
"2937","B2X3927",2
"2938","B2X4657",2
"2939","B2X4658",2
"2940","B2X4659",2
"2941","B2X4660",2
"2942","B2X4662",1
"2943","B2X4663",2
"2944","B2X4664",1
"2945","B2X4665",2
"2946","B2A7698",2
"2947","B2X3932",1
"2948","B2V8939",1
"2949","B2V8940",2
"2950","B2V8941",1
"2951","B2V8942",2
"2952","B2V8943",1
"2953","B2V8944",2
"2954","B2V8945",2
"2955","B2X3700",2
"2956","B2X4520",1
"2957","B2X4521",1
"2958","B2X4522",1
"2959","B2X4523",1
"2960","B2X4524",2
"2961","B2X4525",2
"2962","B2X4526",1
"2963","B2X4527",1
"2964","B2X4528",1
"2965","B2X4529",1
"2966","B2X4761",2
"2967","B2X4762",1
"2968","B2X4763",1
"2969","B2X4764",1
"2970","B2X4765",1
"2971","B2X4766",2
"2972","B2X4767",2
"2973","X01010910",2
"2974","B2X4551",2
"2975","B2X4552",2
"2976","B2X4553",2
"2977","B2X4554",1
"2978","B2X4555",2
"2979","B2X4556",1
"2980","B2X4557",1
"2981","B2X4558",1
"2982","B2X4559",1
"2983","B2X4560",2
"2984","B2X4561",1
"2985","X01011010",2
"2986","B2V8004",1
"2987","X01011610",1
"2988","X02011610",1
"2989","X03011610",2
"2990","X04011610",1
"2991","X05011610",2
"2992","X06011610",2
"2993","X07011610",1
"2994","B2X4874",1
"2995","B2X4875",2
"2996","B2X4876",2
"2997","B2X4877",1
"2998","B2X4878",2
"2999","B2X4879",1
"3000","B2X4880",1
"3001","B2X4881",2
"3002","B2X4882",1
"3003","B2V8798",2
"3004","B2X4530",2
"3005","B2X4531",2
"3006","B2X4532",1
"3007","B2X4533",2
"3008","B2X4534",1
"3009","B2X4535",1
"3010","B2X4536",2
"3011","B2X4537",1
"3012","B2X4538",2
"3013","B2X4539",2
"3014","B2V8718",2
"3015","B2V8719",1
"3016","B2V8720",2
"3017","B2V8721",1
"3018","B2V8722",1
"3019","B2V8723",2
"3020","B2V8724",2
"3021","B2V8725",2
"3022","B2V8726",1
"3023","B2X3901",2
"3024","B2X3902",1
"3025","B2X3903",1
"3026","B2X3904",1
"3027","B2X3905",1
"3028","B2X3906",1
"3029","B2X4595",1
"3030","B2X4596",2
"3031","B2X4597",2
"3032","B2X3943",1
"3033","B2X4735",1
"3034","B2X4736",1
"3035","B2X4737",1
"3036","B2X4738",1
"3037","B2X4739",1
"3038","B2X4740",1
"3039","X01012610",2
"3040","X02012610",1
"3041","B2V8495",1
"3042","B2V8709",2
"3043","B2X4856",2
"3044","B2X4857",1
"3045","B2X4858",2
"3046","B2X4859",1
"3047","B2X4860",2
"3048","B2X4861",1
"3049","B2X4862",2
"3050","B2X4863",2
"3051","B2X4864",2
"3052","X01013410",1
"3053","X02013410",1
"3054","X03013410",1
"3055","X04013410",2
"3056","X05013410",1
"3057","X06013410",1
"3058","X07013410",1
"3059","X08013410",2
"3060","X09013410",2
"3061","X10013410",2
"3062","X11013410",2
"3063","B2X4785",1
"3064","B2X4786",2
"3065","B2X4787",2
"3066","B2X4788",2
"3067","B2X4789",2
"3068","B2X4790",2
"3069","B2X4791",1
"3070","B2X4792",2
"3071","B2X4776",2
"3072","B2X4777",2
"3073","B2X4778",2
"3074","B2X4779",1
"3075","B2X4780",2
"3076","B2X4781",2
"3077","B2X4782",1
"3078","B2X4783",1
"3079","B2X4784",2
"3080","X01013710",1
"3081","B2V8493",2
"3082","B2X4513",2
"3083","B2X4514",2
"3084","B2X4515",1
"3085","B2X4516",2
"3086","B2X4517",1
"3087","B2X4518",1
"3088","B2X4519",1
"3089","X01013810",1
"3090","X02013810",1
"3091","B2X4793",1
"3092","B2X4794",1
"3093","B2X4795",1
"3094","B2X4796",2
"3095","B2X4797",1
"3096","B2X4798",1
"3097","B2X4799",2
"3098","B2X4800",1
"3099","X01014210",2
"3100","B2X3946",2
"3101","B2X3945",1
"3102","X01014410",1
"3103","X02014410",2
"3104","X03014410",2
"3105","X04014410",1
"3106","X05014410",1
"3107","X06014410",2
"3108","X07014410",2
"3109","X08014410",1
"3110","X09014410",2
"3111","B2X4466",1
"3112","B2X4801",2
"3113","B2X4802",1
"3114","B2X4803",1
"3115","B2X4804",2
"3116","B2X4805",1
"3117","X01014610",1
"3118","B2V8028",1
"3119","B2X4666",2
"3120","B2X4667",1
"3121","B2X4668",1
"3122","B2X4669",2
"3123","B2X4670",1
"3124","B2X4671",2
"3125","B2X4672",2
"3126","B2X4673",2
"3127","B2X4674",2
"3128","B2X3925",2
"3129","B2X4675",2
"3130","B2X4676",2
"3131","B2X4677",1
"3132","B2X4678",2
"3133","B2X4679",2
"3134","B2X4680",1
"3135","B2X4681",2
"3136","B2X4682",2
"3137","X01015010",1
"3138","B2V8706",1
"3139","B2V8713",2
"3140","B2X4850",1
"3141","B2X4851",1
"3142","B2X4852",2
"3143","B2X4853",1
"3144","B2X4854",2
"3145","B2X4855",2
"3146","B2X3923",2
"3147","B2X3924",1
"3148","B2X3907",1
"3149","B2X3908",1
"3150","B2X3909",1
"3151","B2X3910",1
"3152","B2X3911",1
"3153","B2X3912",2
"3154","B2X3913",1
"3155","B2X3914",2
"3156","B2X3915",1
"3157","B2X3916",1
"3158","X01015410",1
"3159","B2V8995",2
"3160","B2V8996",1
"3161","B2V8997",1
"3162","B2V8998",2
"3163","B2V8999",2
"3164","B2X4501",1
"3165","B2X4502",2
"3166","B2X4503",2
"3167","B2X3935",2
"3168","B2X4806",2
"3169","B2X4807",1
"3170","B2X4808",1
"3171","B2X4809",2
"3172","B2X4810",1
"3173","B2X4811",2
"3174","B2X4812",2
"3175","B2X4813",1
"3176","B2X4814",2
"3177","B2X4815",1
"3178","B2X4816",1
"3179","B2V8711",2
"3180","B2X4562",1
"3181","B2X4563",2
"3182","B2X4564",1
"3183","B2X4565",2
"3184","B2X4566",1
"3185","B2X4567",2
"3186","B2X4568",2
"3187","B2X4569",2
"3188","X01016210",2
"3189","X02016210",1
"3190","B2X3864",2
"3191","B2X4817",1
"3192","B2X4818",2
"3193","B2X4819",2
"3194","B2X4820",1
"3195","B2X4821",1
"3196","B2X4822",1
"3197","B2X4823",1
"3198","B2X4824",2
"3199","B2X4825",1
"3200","X01016510",1
"3201","X01016710",2
"3202","X02016710",1
"3203","X03016710",1
"3204","X04016710",2
"3205","X05016710",2
"3206","X06016710",1
"3207","X07016710",1
"3208","X08016710",2
"3209","X09016710",1
"3210","X10016710",1
"3211","B2X4754",2
"3212","B2X4755",1
"3213","B2X4756",1
"3214","B2X4757",1
"3215","B2X4758",1
"3216","B2X4759",1
"3217","B2X4760",2
"3218","X01016910",1
"3219","X02016910",1
"3220","X01017210",1
"3221","X02017210",1
"3222","X03017210",1
"3223","X04017210",2
"3224","X05017210",1
"3225","X06017210",1
"3226","X07017210",1
"3227","X08017210",1
"3228","X09017210",2
"3229","B2X3917",2
"3230","B2X3918",1
"3231","B2X3919",1
"3232","B2X3920",1
"3233","B2X3921",1
"3234","B2X4699",2
"3235","B2X4700",2
"3236","B2X3929",1
"3237","B2X3928",2
"3238","X01018010",2
"3239","X02018010",2
"3240","X03018010",2
"3241","X04018010",2
"3242","X05018010",2
"3243","X06018010",2
"3244","X07018010",1
"3245","X08018010",1
"3246","X09018010",1
"3247","X10018010",2
"3248","B2V8479",1
"3249","B2V8715",2
"3250","B2V8736",2
"3251","B2V8737",2
"3252","B2V8738",2
"3253","B2V8739",1
"3254","B2V8740",2
"3255","B2V8741",2
"3256","B2V8742",1
"3257","B2V8743",2
"3258","X01018210",1
"3259","X02018210",1
"3260","B2X3934",2
"3261","X01018810",2
"3262","X02018810",2
"3263","X03018810",1
"3264","X04018810",1
"3265","X05018810",1
"3266","X06018810",2
"3267","X07018810",2
"3268","X08018810",1
"3269","B2X3942",2
"3270","X01019510",1
"3271","X02019510",1
"3272","X03019510",2
"3273","X04019510",2
"3274","X05019510",2
"3275","X06019510",2
"3276","X07019510",2
"3277","X08019510",2
"3278","X09019510",2
"3279","X10019510",2
"3280","B2V8026",2
"3281","B2X4540",2
"3282","B2X4541",1
"3283","B2X4542",1
"3284","B2V8716",2
"3285","B2X3862",1
"3286","B2X4901",1
"3287","B2X4902",2
"3288","B2X4903",2
"3289","B2X4904",1
"3290","B2X4905",2
"3291","B2X4906",1
"3292","B2X4907",1
"3293","B2X4908",2
"3294","B2X4909",1
"3295","B2X4910",2
"3296","B2V8744",2
"3297","B2V8745",2
"3298","B2V8746",2
"3299","B2V8747",1
"3300","B2V8748",1
"3301","B2V8749",1
"3302","B2V8750",1
"3303","B2V8751",2
"3304","B2V8752",2
"3305","B2V8753",1
"3306","B2V8754",1
"3307","B2X4710",2
"3308","B2X4711",2
"3309","B2X4712",1
"3310","B2X4713",2
"3311","B2X4714",2
"3312","B2X4715",2
"3313","B2X4716",2
"3314","B2X4717",1
"3315","X01020210",1
"3316","B2V8708",2
"3317","X01020410",2
"3318","X02020410",1
"3319","X03020410",1
"3320","X04020410",2
"3321","X05020410",1
"3322","X06020410",2
"3323","X07020410",2
"3324","X08020410",2
"3325","X09020410",2
"3326","X10020410",2
"3327","B2V8924",2
"3328","B2V8925",1
"3329","B2V8926",2
"3330","B2V8927",2
"3331","B2V8928",2
"3332","B2V8929",2
"3333","B2V8930",2
"3334","X01021210",2
"3335","X02021210",1
"3336","B2V8705",2
"3337","B1V5078",1
"3338","B2X4826",1
"3339","B2X4827",2
"3340","B2X4828",2
"3341","B2X4829",1
"3342","B2X4830",1
"3343","X01021410",1
"3344","B2X3608",1
"3345","X01021510",2
"3346","X02021510",2
"3347","X03021510",1
"3348","X04021510",1
"3349","X05021510",2
"3350","X06021510",2
"3351","X07021510",1
"3352","X08021510",1
"3353","X09021510",2
"3354","B2X3857",1
"3355","X01021610",2
"3356","X02021610",1
"3357","X03021610",2
"3358","X04021610",2
"3359","X05021610",1
"3360","X06021610",2
"3361","X07021610",2
"3362","X08021610",1
"3363","X09021610",1
"3364","X10021610",1
"3365","X11021610",1
"3366","B2X4911",2
"3367","B2X4912",2
"3368","B2X4913",2
"3369","B2X4914",1
"3370","B2X4915",1
"3371","B2X4916",2
"3372","B2X4917",2
"3373","B2X4918",1
"3374","B2X4919",1
"3375","B2V8987",1
"3376","B2V8988",1
"3377","B2V8989",2
"3378","B2V8990",2
"3379","B2V8991",2
"3380","B2V8992",1
"3381","B2V8993",1
"3382","B2V8994",2
"3383","X01022210",1
"3384","X01022310",1
"3385","X02022310",1
"3386","X03022310",2
"3387","X01022610",2
"3388","X02022610",2
"3389","X03022610",2
"3390","X04022610",2
"3391","X05022610",1
"3392","X06022610",1
"3393","X07022610",1
"3394","X08022610",1
"3395","X09022610",1
"3396","X10022610",1
"3397","B2V8978",2
"3398","B2V8979",2
"3399","B2V8980",1
"3400","B2V8981",1
"3401","B2V8982",1
"3402","B2V8983",2
"3403","B2V8984",2
"3404","B2V8985",1
"3405","B2V8986",1
"3406","X01022810",1
"3407","X01023010",2
"3408","X02023010",2
"3409","X03023010",1
"3410","X04023010",1
"3411","X05023010",1
"3412","X06023010",2
"3413","X07023010",2
"3414","X08023010",1
"3415","X09023010",1
"3416","X10023010",1
"3417","X11023010",2
"3418","X12023010",2
"3419","B2X4624",1
"3420","B2X4625",1
"3421","B2X4626",1
"3422","B2X4627",1
"3423","B2X4628",1
"3424","B2X4629",1
"3425","B2X4630",1
"3426","B2X4631",2
"3427","B2X4632",1
"3428","B2X4633",2
"3429","B2X4885",1
"3430","B2X4886",1
"3431","B2X4887",2
"3432","B2X4888",1
"3433","B2X4889",1
"3434","B2X4586",2
"3435","B2X4587",1
"3436","B2X4588",2
"3437","B2X4589",1
"3438","B2X4590",1
"3439","B2X4591",1
"3440","B2X4592",2
"3441","B2X4593",2
"3442","B2X4594",2
"3443","X01023510",2
"3444","B2X4745",1
"3445","B2X4746",2
"3446","B2X4747",2
"3447","B2X4748",1
"3448","B2X4749",2
"3449","B2X4750",2
"3450","B2X4751",1
"3451","B2X4752",2
"3452","B2X4753",2
"3453","X01023910",1
"3454","X02023910",1
"3455","X03023910",1
"3456","X04023910",1
"3457","X05023910",1
"3458","X06023910",2
"3459","X07023910",1
"3460","X08023910",2
"3461","B2X4598",2
"3462","B2V8755",1
"3463","B2V8756",2
"3464","B2V8757",2
"3465","B2V8758",2
"3466","B2V8759",2
"3467","B2V8760",1
"3468","B2V8761",1
"3469","B2V8762",2
"3470","B2V8701",2
"3471","B2V8968",2
"3472","B2V8969",2
"3473","B2V8970",1
"3474","B2V8971",1
"3475","B2V8972",2
"3476","B2V8973",2
"3477","B2V8974",1
"3478","B2V8975",1
"3479","B2V8976",1
"3480","B2V8977",2
"3481","X01024510",1
"3482","X01024610",1
"3483","B2X3937",1
"3484","B2X4718",1
"3485","B2X4719",2
"3486","B2X4720",1
"3487","B2X4721",2
"3488","B2X4722",2
"3489","B2X4723",2
"3490","B2X4724",1
"3491","B2X4725",1
"3492","B2X4726",1
"3493","B2X3939",2
"3494","X01024810",1
"3495","X02024810",2
"3496","X03024810",1
"3497","X04024810",2
"3498","X05024810",1
"3499","X06024810",1
"3500","X07024810",1
"3501","B2X3938",1
"3502","B2X4645",1
"3503","B2X4646",2
"3504","B2X4647",2
"3505","X01025010",1
"3506","X02025010",1
"3507","X03025010",2
"3508","X04025010",2
"3509","X05025010",2
"3510","X06025010",1
"3511","X01025210",2
"3512","X02025210",2
"3513","X03025210",2
"3514","X10025210",2
"3515","X11025210",1
"3516","B1V5080",2
"3517","B2V8931",1
"3518","B2V8932",2
"3519","B2V8933",2
"3520","B2V8934",1
"3521","B2V8935",2
"3522","B2V8936",1
"3523","B2V8937",2
"3524","B2V8938",1
"3525","B2X3854",1
"3526","X01026210",1
"3527","X02026210",1
"3528","X03026210",1
"3529","X04026210",1
"3530","X05026210",2
"3531","X06026210",1
"3532","X07026210",2
"3533","X08026210",1
"3534","B2V8799",1
"3535","B2X4741",1
"3536","B2X4742",2
"3537","B2X4743",1
"3538","B2X4744",2
"3539","X01026310",1
"3540","B2X4840",2
"3541","B2X4841",1
"3542","B2X4842",2
"3543","B2X4843",1
"3544","B2X4844",2
"3545","B2X4845",2
"3546","B2X4846",1
"3547","B2X4847",1
"3548","B2X4848",2
"3549","B2X4849",2
"3550","B2V8704",2
"3551","B2X4640",1
"3552","B2X4641",2
"3553","B2X4642",2
"3554","B2X4643",1
"3555","B2X4644",2
"3556","X01026610",1
"3557","X02026610",2
"3558","X03026610",2
"3559","B2V8703",2
"3560","B2V8702",1
"3561","B2V8960",1
"3562","B2V8961",1
"3563","B2V8962",1
"3564","B2V8963",1
"3565","B2V8964",2
"3566","B2V8965",2
"3567","B2V8966",1
"3568","B2V8967",2
"3569","X01026710",1
"3570","X02026710",1
"3571","B2X4609",1
"3572","B2X4610",1
"3573","B2X4611",1
"3574","B2X4612",1
"3575","B2X4613",2
"3576","B2X4614",2
"3577","B2X4615",2
"3578","B2X4616",1
"3579","B2X4831",1
"3580","B2X4832",2
"3581","B2X4833",1
"3582","B2X4834",1
"3583","B2X4835",2
"3584","B2X4836",1
"3585","B2X4837",2
"3586","B2X4838",1
"3587","B2X4839",1
"3588","B2X3941",1
"3589","B2X4617",1
"3590","B2X4618",1
"3591","B2X4619",2
"3592","B2X4620",1
"3593","B2X4621",2
"3594","B2X4622",1
"3595","B2X4623",1
"3596","X01027310",2
"3597","X01027510",1
"3598","X02027510",1
"3599","X03027510",2
"3600","B2X3936",2
"3601","B2X4634",2
"3602","B2X4635",1
"3603","B2X4636",1
"3604","B2X4637",2
"3605","B2X4638",1
"3606","B2X4639",2
"3607","B2X3940",2
"3608","B2X4602",1
"3609","B2X4603",2
"3610","B2X4604",2
"3611","B2X4605",1
"3612","B2X4606",1
"3613","B2X4607",2
"3614","B2X4608",2
"3615","B2X7377",1
"3616","B2X7378",2
"3617","B2X7379",1
"3618","B2X7380",2
"3619","B2X7381",1
"3620","B2X7382",1
"3621","B2X7383",1
"3622","B2X7384",2
"3623","B2X7385",2
"3624","X01000511",1
"3625","X02000511",1
"3626","X03000511",2
"3627","B2X4939",1
"3628","B2X4940",2
"3629","B2X4941",2
"3630","B2X4942",1
"3631","B2X4943",2
"3632","B2X4944",1
"3633","B2X4945",2
"3634","B2X4946",1
"3635","B2X4947",1
"3636","B2X4948",1
"3637","X01000611",1
"3638","B2X4890",1
"3639","B2X7626",1
"3640","B2X7627",1
"3641","B2X7628",1
"3642","B2X7629",2
"3643","B2X7630",1
"3644","B2X7631",2
"3645","B2X7632",1
"3646","X01000711",2
"3647","X02000711",1
"3648","B2X4930",2
"3649","B2X7441",1
"3650","B2X7442",2
"3651","B2X7443",1
"3652","B2X7444",2
"3653","B2X7445",1
"3654","B2X7446",2
"3655","B2X7447",1
"3656","B2X7448",2
"3657","B2X7449",1
"3658","B2X7450",2
"3659","B2X7451",2
"3660","B2X4891",1
"3661","B2X4896",1
"3662","B2V8804",2
"3663","B2X7367",1
"3664","B2X7368",1
"3665","B2X7369",2
"3666","B2X7370",1
"3667","B2X7371",2
"3668","B2X7372",1
"3669","B2X7373",1
"3670","B2X7374",1
"3671","B2X7375",2
"3672","B2X7376",2
"3673","X01001411",1
"3674","X01001711",1
"3675","X02001711",1
"3676","X03001711",1
"3677","X04001711",2
"3678","X05001711",2
"3679","B2X7053",1
"3680","B2X7054",2
"3681","B2X7055",2
"3682","B2X7056",2
"3683","B2X7057",1
"3684","B2X7058",2
"3685","B2X7059",2
"3686","B2X7060",1
"3687","B2X7061",1
"3688","B2X7062",1
"3689","B2X7063",2
"3690","B2X7330",2
"3691","B2X7331",1
"3692","B2X7332",2
"3693","B2X7333",1
"3694","B2X7334",2
"3695","B2X7335",1
"3696","B2X7336",2
"3697","B2X7337",1
"3698","B2X7338",2
"3699","B2X7339",1
"3700","B2X7340",2
"3701","B2X7081",1
"3702","B2X7082",1
"3703","B2X7083",1
"3704","B2X7084",1
"3705","B2X7085",2
"3706","B2X7086",1
"3707","B2X7087",2
"3708","B2X7088",2
"3709","B2X7089",1
"3710","B2X7090",2
"3711","B2X7280",2
"3712","B2X7281",1
"3713","B2X7282",1
"3714","B2X7283",2
"3715","B2X7284",2
"3716","B2X7285",2
"3717","B2X7286",1
"3718","B2X7287",1
"3719","B2X7288",1
"3720","B2X7289",1
"3721","B2X7290",2
"3722","B2X7291",1
"3723","B2X7168",2
"3724","B2X7169",1
"3725","B2X7170",1
"3726","B2X7171",1
"3727","B2X7173",2
"3728","B2X7174",2
"3729","B2X7175",2
"3730","B2X7176",2
"3731","B2X7177",1
"3732","B2X7178",2
"3733","X01003811",1
"3734","B2X7386",2
"3735","B2X7387",1
"3736","B2X4924",1
"3737","B2X7064",2
"3738","B2X7065",2
"3739","B2X7066",1
"3740","B2X7067",1
"3741","B2X7068",2
"3742","B2X7069",2
"3743","B2X7070",2
"3744","B2X7071",2
"3745","B2X7072",1
"3746","X01004311",1
"3747","B2X7235",2
"3748","B2X7236",2
"3749","B2X7237",1
"3750","B2X7238",1
"3751","B2X7239",1
"3752","B2X7240",2
"3753","B2X7241",1
"3754","B2X7242",2
"3755","B2X7243",2
"3756","B2X7244",1
"3757","B2X7245",1
"3758","X01005611",1
"3759","X02005611",1
"3760","X03005611",1
"3761","X04005611",2
"3762","X05005611",1
"3763","X06005611",2
"3764","X07005611",1
"3765","X08005611",1
"3766","X09005611",2
"3767","X10005611",1
"3768","X11005611",2
"3769","B2X4931",2
"3770","B2X7431",1
"3771","B2X7432",1
"3772","B2X7433",2
"3773","B2X7434",2
"3774","B2X7435",1
"3775","B2X7436",1
"3776","B2X7437",1
"3777","B2X7438",1
"3778","B2X7439",2
"3779","B2X7440",1
"3780","X01005811",1
"3781","B2X7398",1
"3782","B2X7399",2
"3783","X01006411",1
"3784","X02006411",1
"3785","X03006411",2
"3786","B2X7641",2
"3787","B2X7642",1
"3788","B2X7643",1
"3789","B2X7644",2
"3790","B2X7645",1
"3791","B2X7646",2
"3792","B2X7647",1
"3793","B2X7648",1
"3794","B2X7649",1
"3795","B2V8802",2
"3796","B2X7364",1
"3797","B2X7365",2
"3798","B2X7366",2
"3799","X01007011",1
"3800","X02007011",2
"3801","X03007011",2
"3802","X04007011",1
"3803","B2X7401",1
"3804","B2X7402",2
"3805","B2X7403",1
"3806","B2X7404",1
"3807","B2X7405",2
"3808","B2X7406",1
"3809","B2X7407",2
"3810","B2X7408",2
"3811","B2X7409",2
"3812","B2X7410",1
