"","ID","sex"
"7858","B4H0459",2
"7859","B4H0460",2
"7860","B4H0816",1
"7861","B4H0817",2
"7862","B4H0818",1
"7863","B4H0819",2
"7864","B4H0820",1
"7865","B4H0821",2
"7866","B4H0822",1
"7867","B4H0823",1
"7868","B4H0461",1
"7869","B4H0462",2
"7870","B4H0463",1
"7871","B4H0464",1
"7872","B4H0465",2
"7873","B4H0466",1
"7874","B4H0467",2
"7875","B4H0468",2
"7876","B4H0469",2
"7877","B4H0470",1
"7878","B4H0471",2
"7879","B4H1712",2
"7880","B4H1824",1
"7881","B4H1825",2
"7882","B4H1826",1
"7883","B4H1827",1
"7884","B4H1828",1
"7885","B4H1829",2
"7886","B4H1830",1
"7887","B4H1831",1
"7888","B4H1832",2
"7889","B4H0611",2
"7890","B4H0612",2
"7891","B4H0613",1
"7892","B4H0614",1
"7893","B4H0615",1
"7894","B4H0616",2
"7895","B4H0617",2
"7896","B4H0618",1
"7897","B4H0619",1
"7898","X01007715",1
"7899","B4H1991",2
"7900","B4H1992",1
"7901","B4H1993",2
"7902","B4H1994",2
"7903","B4H1995",1
"7904","B4H1996",1
"7905","B4H1997",1
"7906","B4H1998",1
"7907","B4H1999",1
"7908","B4H2000",1
"7909","B4H1723",2
"7910","B4H0601",2
"7911","B4H0602",1
"7912","B4H0603",2
"7913","B4H0604",2
"7914","B4H0605",1
"7915","B4H0606",1
"7916","B4H0607",2
"7917","B4H0608",2
"7918","B4H0609",1
"7919","B4H0610",2
"7920","B4E9260",2
"7921","B4H0792",2
"7922","B4H0793",1
"7923","B4H0794",1
"7924","B4H0795",1
"7925","B4H0796",2
"7926","B4H0797",1
"7927","B4H1645",2
"7928","B4H1816",1
"7929","B4H1817",2
"7930","B4H1818",1
"7931","B4H1819",1
"7932","B4H1820",1
"7933","B4H1821",2
"7934","B4H1822",1
"7935","B4H1823",1
"7936","X01008715",2
"7937","B4H1561",2
"7938","B4H1584",1
"7939","B4H0760",2
"7940","B4H0761",2
"7941","B4H0762",2
"7942","B4H0763",2
"7943","B4H0764",1
"7944","B4H0765",1
"7945","B4H0766",1
"7946","B4H0767",2
"7947","B4H0768",2
"7948","B4H0769",2
"7949","B4H0770",1
"7950","B4H0771",1
"7951","B4E9229",2
"7952","B4E9256",1
"7953","X01009015",2
"7954","X02009015",2
"7955","X03009015",1
"7956","X04009015",1
"7957","X05009015",1
"7958","X06009015",1
"7959","X07009015",1
"7960","X08009015",1
"7961","X09009015",2
"7962","X10009015",2
"7963","B4H1579",1
"7964","X01009815",2
"7965","X02009815",1
"7966","X03009815",2
"7967","X04009815",1
"7968","X05009815",1
"7969","X06009815",1
"7970","X07009815",1
"7971","X08009815",1
"7972","X09009815",1
"7973","B4H1734",2
"7974","B4H0211",1
"7975","B4H0212",1
"7976","B4H0213",1
"7977","B4H0214",1
"7978","B4H0215",1
"7979","B4H0216",2
"7980","B4H1963",1
"7981","B4H1964",1
"7982","B4H1965",2
"7983","B4H1966",2
"7984","B4H1967",1
"7985","B4H1968",2
"7986","B4H1969",2
"7987","X01010015",2
"7988","B4E9220",1
"7989","B4H0295",1
"7990","B4H0296",2
"7991","B4H0297",1
"7992","B4H0298",2
"7993","B4H0299",1
"7994","B4H0300",2
"7995","B4H0901",1
"7996","B4H0902",2
"7997","B4H0903",2
"7998","B4H0904",1
"7999","X01010115",1
"8000","X02010115",1
"8001","B3Y5668",2
"8002","B4H0237",2
"8003","B4H0238",2
"8004","B4H0239",2
"8005","B4H0240",2
"8006","X01010315",1
"8007","X02010315",2
"8008","X03010315",2
"8009","X04010315",2
"8010","B4H0782",1
"8011","B4H0783",2
"8012","B4H0784",1
"8013","B4H0785",1
"8014","B4H0786",2
"8015","B4H0787",1
"8016","B4H0788",2
"8017","B4H0789",2
"8018","B4H0790",1
"8019","B4H0791",2
"8020","X01010815",2
"8021","B4H1711",1
"8022","B4H1844",2
"8023","B4H1845",1
"8024","B4H1846",1
"8025","B4H1847",2
"8026","B4H1848",2
"8027","B4H1849",2
"8028","B4H1850",2
"8029","B4H1851",1
"8030","B4H1852",2
"8031","B4H1853",2
"8032","B4H1854",1
"8033","B4H1855",1
"8034","B4H1722",2
"8035","B4H0331",1
"8036","B4H0332",1
"8037","B4H0333",1
"8038","B4H0334",2
"8039","B4H0335",1
"8040","B4H0336",2
"8041","B4H0337",2
"8042","B4H0338",2
"8043","B4H0339",2
"8044","X01011315",2
"8045","X02011315",2
"8046","X03011315",1
"8047","X04011315",2
"8048","X05011315",2
"8049","X06011315",2
"8050","X07011315",NA
"8051","X08011315",1
"8052","B4H1724",1
"8053","B4H0772",1
"8054","B4H0773",2
"8055","B4H0774",1
"8056","B4H0775",1
"8057","B4H0776",1
"8058","B4H0777",1
"8059","B4H0778",NA
"8060","B4H0779",1
"8061","B4H0780",2
"8062","B4H0781",1
"8063","B4E9227",2
"8064","B4H0340",2
"8065","B4H0341",2
"8066","B4H0342",2
"8067","B4H0343",1
"8068","B4H0344",1
"8069","B4H0345",1
"8070","B4H0346",2
"8071","B4H0347",1
"8072","B4H0348",2
"8073","X01012115",1
"8074","X02012115",2
"8075","X03012115",2
"8076","X04012115",1
"8077","X05012115",1
"8078","X06012115",2
"8079","B4H0314",2
"8080","B4H0472",2
"8081","B4H0473",1
"8082","B4H0474",2
"8083","B4H0475",1
"8084","B4H0476",2
"8085","B4H0477",2
"8086","B4H0478",2
"8087","B4H0479",1
"8088","B4H0480",1
"8089","B4H0481",1
"8090","B4H0482",1
"8091","B4H0483",1
"8092","B4H0484",1
"8093","B4H1640",1
"8094","B4E9222",2
"8095","B4H0851",2
"8096","B4H0852",2
"8097","B4H0853",2
"8098","B4H0854",1
"8099","B4H0855",2
"8100","B4H0856",2
"8101","B4H0857",2
"8102","B4H0858",2
"8103","B4H0743",2
"8104","B4H0744",2
"8105","B4H0745",2
"8106","B4H0746",2
"8107","B4H0747",2
"8108","B4H0748",1
"8109","B4H0749",1
"8110","B4H0741",2
"8111","B4H0742",1
"8112","X01012615",1
"8113","B4H0843",2
"8114","B4H0844",2
"8115","B4H0845",1
"8116","B4H0846",2
"8117","B4H0847",1
"8118","B4H0848",1
"8119","B4H0849",1
"8120","B4H0850",2
"8121","X01013315",1
"8122","X02013315",1
"8123","X03013315",1
"8124","X04013315",2
"8125","X05013315",1
"8126","X06013315",1
"8127","X07013315",1
"8128","X08013315",1
"8129","X09013315",2
"8130","X10013315",2
"8131","B4H1592",1
"8132","B4H0798",1
"8133","B4H0799",2
"8134","B4H0800",1
"8135","B4H1833",1
"8136","B4H1834",2
"8137","B4H1835",2
"8138","B4H1836",2
"8139","B4H1837",2
"8140","B4H1838",1
"8141","B4H1839",1
"8142","B4H1840",2
"8143","B4H1856",2
"8144","B4H1857",1
"8145","B4H1858",1
"8146","B4H1859",1
"8147","B4H1860",1
"8148","B4H1861",2
"8149","B4H1862",1
"8150","B4H1863",2
"8151","B4H1864",1
"8152","B4H0241",2
"8153","B4H0242",2
"8154","B4H0243",1
"8155","B4H0244",2
"8156","B4H0245",2
"8157","B4H0246",2
"8158","B4H0247",2
"8159","B4H0248",1
"8160","B3Y5781",1
"8161","X01014515",1
"8162","X02014515",2
"8163","X03014515",2
"8164","X04014515",1
"8165","X05014515",1
"8166","X06014515",1
"8167","X07014515",2
"8168","X08014515",1
"8169","X09014515",1
"8170","B4H0436",2
"8171","B4H1716",1
"8172","B4H0349",1
"8173","B4H0350",1
"8174","B4H0351",1
"8175","B4H0352",2
"8176","B4H0353",1
"8177","B4H0354",2
"8178","B4H0355",1
"8179","X01014815",2
"8180","B4E9213",1
"8181","B4H0437",1
"8182","B4H0438",1
"8183","B4H0439",1
"8184","B4H0440",1
"8185","B4H0441",2
"8186","B4H0442",2
"8187","B4H0443",1
"8188","B4H0444",1
"8189","B4E9258",1
"8190","B4E9280",2
"8191","B4H0429",1
"8192","B4H0430",1
"8193","B4H0431",2
"8194","B4H0432",1
"8195","B4H0433",2
"8196","B4H0434",1
"8197","B4H0435",2
"8198","B4E9272",2
"8199","B4H0918",1
"8200","B4H0919",2
"8201","B4H0920",2
"8202","B4H0921",2
"8203","B4H0922",1
"8204","B4H0154",1
"8205","B4H1534",1
"8206","B4H1717",2
"8207","B4H0445",2
"8208","B4H0446",2
"8209","B4H0447",1
"8210","B4H0448",2
"8211","B4H0449",2
"8212","B4H0450",2
"8213","X01015715",1
"8214","X02015715",2
"8215","B4H1564",2
"8216","B4H1974",2
"8217","B4H1975",2
"8218","B4H1976",2
"8219","B4H1977",2
"8220","B4H1978",1
"8221","B4H1979",2
"8222","B4H1980",2
"8223","B4H1981",2
"8224","B4H1982",1
"8225","B4H1709",1
"8226","B4H0874",1
"8227","B4H0875",1
"8228","B4H0876",1
"8229","B4H0877",2
"8230","B4H0878",2
"8231","B4H0879",1
"8232","B4H0880",1
"8233","B4H0881",1
"8234","B4H0882",1
"8235","B4H0883",1
"8236","B4H1721",1
"8237","B4H1808",2
"8238","B4H1809",2
"8239","B4H1810",2
"8240","B4H1811",1
"8241","B4H1812",1
"8242","B4H1813",2
"8243","B4H1814",2
"8244","B4H1815",2
"8245","X01016315",1
"8246","B4H0905",2
"8247","B4H0906",1
"8248","B4H0907",1
"8249","B4H0908",2
"8250","B4H0909",2
"8251","B4H0910",1
"8252","B3Y5789",2
"8253","B4H1652",1
"8254","B4H1653",2
"8255","B4H1654",1
"8256","B4H1655",1
"8257","B4H1656",2
"8258","B4H1657",1
"8259","B4H1658",1
"8260","B4H1659",1
"8261","B4H1660",2
"8262","B4H0485",2
"8263","X01017115",2
"8264","X02017115",2
"8265","X03017115",2
"8266","X04017115",1
"8267","X05017115",1
"8268","B3Y5662",2
"8269","B4H1539",1
"8270","B4H0892",1
"8271","B4H0893",2
"8272","B4H0894",2
"8273","B4H0895",2
"8274","B4H0896",1
"8275","B4H0897",1
"8276","B4H0898",2
"8277","B4H0899",2
"8278","B4H0900",2
"8279","B4E9205",2
"8280","B4H0884",1
"8281","B4H0885",2
"8282","B4H0886",2
"8283","B4H0887",2
"8284","B4H0888",1
"8285","B4H0889",1
"8286","B4H0890",1
"8287","B4H0891",2
"8288","X01017615",1
"8289","B4E9228",2
"8290","X01017715",1
"8291","X02017715",2
"8292","X03017715",1
"8293","X04017715",2
"8294","X05017715",2
"8295","X06017715",1
"8296","X07017715",2
"8297","B4H0706",1
"8298","B4H0707",1
"8299","B4H0708",1
"8300","B4H0709",2
"8301","B4H0710",1
"8302","B4H0711",2
"8303","B4H0712",2
"8304","B4H0713",2
"8305","X01017815",1
"8306","B4E9273",1
"8307","B4H0824",1
"8308","B4H0825",1
"8309","B4H0826",1
"8310","B4H0827",1
"8311","B4H0828",1
"8312","B4H0829",1
"8313","B4H0830",1
"8314","B4H0831",1
"8315","B4H0832",2
"8316","B3Y5686",2
"8317","B4H0833",1
"8318","B4H0834",2
"8319","B4H0835",2
"8320","B4H0836",2
"8321","B4H0837",1
"8322","B4H0838",2
"8323","B4H0839",2
"8324","B4H0840",2
"8325","B4H0841",2
"8326","B4H0842",1
"8327","X01018215",1
"8328","B4H0249",2
"8329","B4H0250",1
"8330","B4H0251",1
"8331","B4H0252",2
"8332","B4H0253",1
"8333","B4H0254",1
"8334","B4H0255",2
"8335","B4H0256",2
"8336","B4H0257",1
"8337","X01018415",1
"8338","B4H1577",1
"8339","B4H1661",1
"8340","B4H1662",1
"8341","B4H1663",1
"8342","B4H1664",2
"8343","B4H1665",2
"8344","B4H1666",2
"8345","B4H1667",2
"8346","B4H1668",1
"8347","B4H1669",1
"8348","B4H1670",1
"8349","B4H1597",2
"8350","B4E9237",1
"8351","B4H0911",2
"8352","B4H0912",1
"8353","B4H0913",1
"8354","B4H0914",1
"8355","B4H0915",2
"8356","B4H0916",1
"8357","B4H0917",2
"8358","B3Y5787",2
"8359","B4H1970",1
"8360","B4H1971",1
"8361","B4H1972",1
"8362","B4H1973",2
"8363","B3Y5665",1
"8364","B4H0258",2
"8365","B4H0259",1
"8366","B4H0260",1
"8367","B3Y5697",1
"8368","B4E9252",2
"8369","B4H0324",2
"8370","B4H0325",2
"8371","B4H0326",1
"8372","B4H0327",1
"8373","B4H0328",2
"8374","B4H0329",1
"8375","B4H0330",2
"8376","X01019915",1
"8377","X02019915",1
"8378","B4H1880",1
"8379","B4H1881",1
"8380","B4H1882",2
"8381","B4H1883",1
"8382","B4H1884",2
"8383","B4H1885",1
"8384","B4H1886",1
"8385","B4H1887",2
"8386","B4H0859",2
"8387","B4H0860",1
"8388","B4H0861",2
"8389","X01020015",1
"8390","B4E9231",1
"8391","B4E9233",2
"8392","B4H1888",1
"8393","B4H1889",1
"8394","B4H1890",1
"8395","B4H1891",1
"8396","B4H1892",2
"8397","B4H1893",1
"8398","B4H1894",2
"8399","B4H1895",2
"8400","B4H1896",1
"8401","B4H1897",1
"8402","B4H0277",2
"8403","B4H0278",2
"8404","B4H0279",1
"8405","B4H0280",1
"8406","B4H0281",2
"8407","B4H0282",1
"8408","B4H0283",2
"8409","B4H0284",2
"8410","B4H0285",1
"8411","B4H0286",1
"8412","B4H1720",2
"8413","B4H1865",2
"8414","B4H1866",1
"8415","B4H1867",2
"8416","B4H1868",2
"8417","B4H1869",2
"8418","B4H1870",1
"8419","X01021315",1
"8420","X02021315",1
"8421","X03021315",1
"8422","B3Y5657",1
"8423","X01021915",1
"8424","X02021915",2
"8425","X03021915",1
"8426","X04021915",1
"8427","X05021915",1
"8428","X06021915",1
"8429","X07021915",2
"8430","X08021915",1
"8431","X09021915",2
"8432","X10021915",1
"8433","B4H1952",2
"8434","B4H1953",1
"8435","B4H1954",1
"8436","B4H1956",2
"8437","B4H1957",1
"8438","B4H1958",1
"8439","B4H1959",2
"8440","B4H1960",1
"8441","B4H1961",2
"8442","B4H1962",1
"8443","B3Y5783",2
"8444","B4H0862",1
"8445","B4H0863",2
"8446","B4H0864",1
"8447","B4H0865",2
"8448","B4H0866",1
"8449","B4H0867",1
"8450","B4H0868",2
"8451","B4H0261",2
"8452","B4H0262",1
"8453","B4H0263",1
"8454","B4H0264",2
"8455","B4H0265",2
"8456","B4H0266",2
"8457","B4H0267",2
"8458","B4H0268",1
"8459","B4H0269",2
"8460","B4H0270",2
"8461","B4H1606",2
"8462","B4H0750",1
"8463","B4H0751",2
"8464","B4H0752",1
"8465","B4H0753",2
"8466","B4H0754",1
"8467","B4H0755",1
"8468","B4H0756",2
"8469","B4H0757",1
"8470","B4H0758",2
"8471","B4H0759",2
"8472","B4H1559",1
"8473","B4H0869",1
"8474","B4H0870",2
"8475","B4H0871",2
"8476","B4H0872",2
"8477","B4H0873",2
"8478","B3Y5776",2
"8479","B4H1702",1
"8480","B4H1898",2
"8481","B4H1899",2
"8482","B4H1900",2
"8483","B4H0301",1
"8484","B4H0302",2
"8485","B4H0303",2
"8486","B4H0304",1
"8487","B4H0305",1
"8488","B4H0306",2
"8489","B4H0151",1
"8490","B4H1910",1
"8491","B4H1911",1
"8492","B4H1912",2
"8493","B4H1913",2
"8494","B4H1914",2
"8495","X01023015",1
"8496","B4H1618",1
"8497","X01023115",1
"8498","X02023115",2
"8499","X03023115",2
"8500","X04023115",2
"8501","X05023115",2
"8502","X06023115",1
"8503","X07023115",2
"8504","X08023115",2
"8505","X09023115",2
"8506","X10023115",2
"8507","B4H1983",1
"8508","B4H1984",2
"8509","B4H1985",2
"8510","B4H1986",2
"8511","B4H1987",2
"8512","B4H1988",2
"8513","B4H1989",2
"8514","B4H1990",2
"8515","B3Y5683",2
"8516","B4H1915",1
"8517","B4H1916",2
"8518","B4H1917",1
"8519","B4H1918",1
"8520","B4H1919",2
"8521","B4H1920",1
"8522","B4H1921",1
"8523","B4H1922",1
"8524","B4H1923",2
"8525","B4H1924",1
"8526","B4H0287",2
"8527","B4H0288",1
"8528","B4H0289",1
"8529","B4H0290",2
"8530","B4H0291",1
"8531","B4H0292",1
"8532","B4H0293",1
"8533","B4H0294",2
"8534","X01024215",2
"8535","X02024215",1
"8536","X03024215",1
"8537","B4H0701",2
"8538","B4H0702",2
"8539","B4H0703",1
"8540","B4H0704",2
"8541","B4H0705",1
"8542","X01024415",2
"8543","X02024415",1
"8544","X03024415",1
"8545","X04024415",1
"8546","X05024415",1
"8547","B4H0658",2
"8548","B4H0659",1
"8549","B4H0660",2
"8550","B4H0661",1
"8551","B4H0662",1
"8552","B4H0663",2
"8553","B4H0664",2
"8554","B4H0665",1
"8555","B4H0666",1
"8556","B4H0667",1
"8557","B4H0668",1
"8558","B4H0669",1
"8559","B4E9249",1
"8560","B4H0205",1
"8561","B4H0206",2
"8562","B4H0207",2
"8563","B4H0208",2
"8564","B4H0209",2
"8565","B4H0210",2
"8566","X01024715",NA
"8567","B4E9267",2
"8568","B4H1901",2
"8569","B4H1902",2
"8570","B4H1903",2
"8571","B4H1904",1
"8572","B4H1905",2
"8573","B4H1906",1
"8574","B4H1907",2
"8575","B4H1908",1
"8576","B4H1909",2
"8577","B4H1801",2
"8578","B4H1802",2
"8579","B4H1803",1
"8580","B4H1804",2
"8581","B4H1805",1
"8582","B4H1806",2
"8583","B4H1807",2
"8584","B4H1871",2
"8585","B4H1872",2
"8586","B4H1873",2
"8587","B4H1874",2
"8588","B4H1875",1
"8589","B4H1876",1
"8590","B4H1877",1
"8591","B4H1878",2
"8592","B4H1879",2
"8593","B3Y5666",1
"8594","B4H1680",2
"8595","B4H1681",2
"8596","B4H1682",2
"8597","B4H1683",2
"8598","B4H1684",1
"8599","B4H1685",2
"8600","B4H1686",2
"8601","B4H1687",2
"8602","B4H1688",1
"8603","B3Y5774",2
"8604","B4H1925",1
"8605","B4H1926",2
"8606","B4H1927",1
"8607","B4H1928",1
"8608","B4H1929",2
"8609","B4H1930",2
"8610","B4H1931",1
"8611","B4H1932",1
"8612","B4H1933",2
"8613","B4H0656",2
"8614","B4H0657",1
"8615","X01025715",1
"8616","X02025715",1
"8617","B4H1585",2
"8618","X01026115",2
"8619","X02026115",2
"8620","X03026115",2
"8621","X04026115",2
"8622","X05026115",2
"8623","X06026115",1
"8624","X07026115",2
"8625","B4H1942",1
"8626","B4H1943",1
"8627","B4H1944",1
"8628","B4H1945",1
"8629","B4H1946",2
"8630","B4H1947",1
"8631","B4H1948",2
"8632","B4H1949",2
"8633","B4H1950",2
"8634","B4H1951",2
"8635","B4H1735",2
"8636","X01026515",2
"8637","X02026515",2
"8638","X03026515",2
"8639","X04026515",1
"8640","X05026515",1
"8641","B3Y5652",1
"8642","B3Y5656",2
"8643","X01026615",1
"8644","X02026615",2
"8645","B4H1934",2
"8646","B4H1935",1
"8647","B4H1936",1
"8648","B4H1937",1
"8649","B4H1938",2
"8650","B4H1939",1
"8651","B4H1940",1
"8652","B4H1941",1
"8653","B4H0647",2
"8654","B4H0648",1
"8655","B4H0649",2
"8656","B4H0650",2
"8657","B4H0651",1
"8658","B4H0652",1
"8659","B4H0653",1
"8660","B4H0654",2
"8661","B4H0655",2
"8662","B4H1633",2
"8663","B4H1671",2
"8664","B4H1672",2
"8665","B4H1673",2
"8666","B4H1674",2
"8667","B4H1675",1
"8668","B4H1676",1
"8669","B4H1677",2
"8670","B4H1678",1
"8671","B4H1679",1
"8672","X01027215",2
"8673","B3Y5672",2
"8674","X01027415",2
"8675","X02027415",2
"8676","B4E9281",1
"8677","X01027615",1
"8678","X02027615",1
"8679","X03027615",2
"8680","X04027615",1
"8681","X05027615",1
"8682","X06027615",2
"8683","X07027615",2
"8684","X08027615",1
"8685","X09027615",2
"8686","B3Y5673",1
"8687","B4H0401",1
"8688","B4H0402",1
"8689","B4H0403",2
"8690","B4H0404",1
"8691","B4H0405",2
"8692","B4H0406",1
"8693","B4H0407",1
"8694","B4H0408",2
"8695","B3Y5653",1
"8696","B3Y5654",1
"8697","B3Y5655",1
"8698","B3Y5658",2
"8699","B3Y5659",1
"8700","B3Y5660",2
"8701","B3Y5661",1
"8702","B3Y5663",1
"8703","B3Y5664",2
"8704","B3Y5667",2
"8705","B3Y5669",2
"8706","B3Y5670",1
"8707","B3Y5671",1
"8708","B3Y5674",1
"8709","B3Y5675",1
"8710","B3Y5676",1
"8711","B3Y5677",2
"8712","B3Y5678",1
"8713","B3Y5679",2
"8714","B3Y5680",1
"8715","B3Y5681",2
"8716","B3Y5682",1
"8717","B3Y5684",1
"8718","B3Y5685",1
"8719","B3Y5687",2
"8720","B3Y5688",1
"8721","B3Y5690",2
"8722","B3Y5691",1
"8723","B3Y5693",1
"8724","B3Y5694",1
"8725","B3Y5695",1
"8726","B3Y5698",1
"8727","B3Y5699",1
"8728","B3Y5700",2
"8729","B4H1601",2
"8730","B4H1602",2
"8731","B4H1603",2
"8732","B4H1604",2
"8733","B4H1605",2
"8734","B4H1607",1
"8735","B4H1608",1
"8736","B4H1609",1
"8737","B4H1610",2
"8738","B4H1611",2
"8739","B4H1612",2
"8740","B4H1613",2
"8741","B4H1614",1
"8742","TN90629",2
"8743","B4H1616",1
"8744","B4H1615",1
"8745","B4H1617",2
"8746","B3Y5767",2
"8747","B3Y5768",2
"8748","B3Y5769",2
"8749","B3Y5770",1
"8750","B3Y5771",1
"8751","B4H1619",2
"8752","B4H1620",2
"8753","B4H1621",1
"8754","B4H1622",1
"8755","B3Y5791",1
"8756","B3Y5772",1
"8757","B3Y5790",2
"8758","B4H1623",2
"8759","B4H1624",2
"8760","B4H1626",2
"8761","B4H1628",1
"8762","B4H1629",2
"8763","B4H1630",1
"8764","B4H1631",1
"8765","B3Y5773",1
"8766","B4H1632",1
"8767","B4H1634",2
"8768","B4H1635",2
"8769","B4H1636",2
"8770","B4H1637",1
"8771","B4H1638",2
"8772","B4H1639",1
"8773","B4H1641",1
"8774","B4H1642",1
"8775","B3Y5775",1
"8776","B3Y5777",2
"8777","B3Y5778",1
"8778","B3Y5788",2
"8779","B3Y5786",1
"8780","B3Y5779",1
"8781","B3Y5785",2
"8782","B3Y5784",1
"8783","B3Y5782",1
"8784","B4H1530",2
"8785","B4H1531",2
"8786","B4H1532",2
"8787","B4H1533",2
"8788","B4H1535",1
"8789","B4H1536",1
"8790","B4H1538",1
"8791","B4H1540",2
"8792","B4H1541",1
"8793","B4H1542",1
"8794","B4H1543",1
"8795","B4H1544",2
"8796","B4H1545",2
"8797","B4H1546",1
"8798","B4H1547",2
"8799","B4H1548",1
"8800","B4H1549",1
"8801","B4H1550",1
"8802","B4H1552",1
"8803","B4H1553",1
"8804","B4H1554",1
"8805","B4H1555",2
"8806","B4H1556",2
"8807","B4H1557",1
"8808","B4H1558",2
"8809","B4H1560",1
"8810","B4H1562",2
"8811","B4H1563",1
"8812","B4H1565",2
"8813","B4H1566",1
"8814","B4H1567",2
"8815","B4H1568",1
"8816","B4H1569",2
"8817","B4H1571",1
"8818","B4H1570",1
"8819","B3Y5780",1
"8820","B4H1572",2
"8821","B4H1574",1
"8822","B4H1576",1
"8823","B4H1578",1
"8824","B4H1580",1
"8825","B4H1581",2
"8826","B4H1582",1
"8827","B4H1583",1
"8828","B4H1586",2
"8829","B4H1587",2
"8830","B4H1588",1
"8831","B4H1589",2
"8832","B4H1590",1
"8833","B4H1591",2
"8834","B4H1593",1
"8835","B4H1594",1
"8836","B4H1595",2
"8837","B4H1596",2
"8838","B4H1598",1
"8839","B4H1599",1
"8840","B4H1600",2
"8841","B4E9201",1
"8842","B4E9202",1
"8843","B4E9203",2
"8844","B4E9204",2
"8845","B4E9206",2
"8846","B4E9207",1
"8847","B4E9208",2
"8848","B4E9209",2
"8849","B4E9210",2
"8850","B4E9211",2
"8851","B4E9212",1
"8852","B4E9214",1
"8853","B4E9215",2
"8854","B4E9217",2
"8855","B4E9218",1
"8856","B4E9219",2
"8857","B4E9221",2
"8858","B4E9223",1
"8859","B4H1644",2
"8860","B4E9224",1
"8861","B4H1646",2
"8862","B4H1647",2
"8863","B4H1648",1
"8864","B4E9226",1
"8865","B4E9230",2
"8866","B4E9232",1
"8867","B4E9234",2
"8868","B4E9235",1
"8869","B4E9236",1
"8870","B4E9239",2
"8871","B4E9238",2
"8872","B4E9245",2
"8873","B4E9246",2
"8874","B4E9247",1
"8875","B4E9241",2
"8876","B4E9240",2
"8877","B4E9242",2
"8878","B4E9243",2
"8879","B4E9244",2
"8880","B4E9248",2
"8881","B4E9250",2
"8882","B4E9251",1
"8883","B4E9253",1
"8884","B4E9254",1
"8885","B4E9255",2
"8886","B4E9257",1
"8887","B4E9262",2
"8888","B4E9263",2
"8889","B4E9264",1
"8890","B4E9265",1
"8891","B4E9266",1
"8892","B4E9268",2
"8893","B4E9269",2
"8894","B4E9270",2
"8895","B4E9271",2
"8896","B4E9275",2
"8897","B4E9274",2
"8898","B4E9276",2
"8899","B4E9277",2
"8900","B4E9278",1
"8901","B4E9279",1
"8902","B4E9282",1
"8903","B4E9283",2
"8904","B4E9284",2
"8905","B4E9285",2
"8906","B4E9286",1
"8907","B4E9287",2
"8908","B4E9288",2
"8909","B4E9289",2
"8910","B4E9290",2
"8911","B4E9291",1
"8912","B4E9292",2
"8913","B4E9293",1
"8914","B4E9294",1
"8915","B4E9295",2
"8916","B4E9296",2
"8917","B4E9297",1
"8918","B4E9299",2
"8919","B4E9298",1
"8920","B4E9300",1
"8921","B4H1701",2
"8922","B4H1703",1
"8923","B4H1704",1
"8924","B4H1705",2
"8925","B4H1706",1
"8926","B4H1707",1
"8927","B4H1708",2
"8928","B4H1713",2
"8929","B4H1714",2
"8930","B4H1715",1
"8931","B4H1718",1
"8932","B4H0995",2
"8933","X01000116",2
"8934","X02000116",2
"8935","B4H0063",1
"8936","B4H0110",2
"8937","X01000616",1
"8938","X02000616",2
"8939","X03000616",2
"8940","X04000616",1
"8941","X05000616",2
"8942","X06000616",2
"8943","X07000616",2
"8944","B4P8272",2
"8945","B4P8273",2
"8946","B4P8274",2
"8947","B4P8275",1
"8948","B4P8276",2
"8949","B4P8277",2
"8950","X01001016",2
"8951","X02001016",2
"8952","X03001016",2
"8953","X04001016",2
"8954","X01001116",1
"8955","X02001116",1
"8956","X03001116",2
"8957","X04001116",1
"8958","X05001116",1
"8959","X06001116",1
"8960","X07001116",1
"8961","X08001116",1
"8962","B4H0147",1
"8963","X01001216",2
"8964","X02001216",1
"8965","X04001216",1
"8966","X06001216",1
"8967","X07001216",2
"8968","X08001216",1
"8969","B4H0014",1
"8970","B4H0015",2
"8971","X02001416",1
"8972","X03001416",2
"8973","X04001416",1
"8974","X05001416",2
"8975","X06001416",2
"8976","B4P8427",2
"8977","X01001716",1
"8978","X02001716",2
"8979","X03001716",2
"8980","X04001716",1
"8981","X05001716",1
"8982","X06001716",1
"8983","X07001716",2
"8984","X08001716",1
"8985","B4H0017",2
"8986","B4H0018",1
"8987","B4H0019",2
"8988","B4H0020",2
"8989","B4H0021",1
"8990","B4H0022",2
"8991","B4H0023",2
"8992","B4H0024",2
"8993","B4H0025",2
"8994","X01002116",1
"8995","B4H1776",1
"8996","B4P8703",2
"8997","B4P8704",2
"8998","B4P8705",2
"8999","B4P8706",1
"9000","B4P8707",2
"9001","B4P8708",1
"9002","B4P8709",1
"9003","B4P8710",1
"9004","B4P8711",1
"9005","B4P8712",2
"9006","B4P8713",2
"9007","X01002316",2
"9008","B4H0009",2
"9009","B4H0010",2
"9010","B4H0011",1
"9011","B4H0012",2
"9012","B4H0013",1
"9013","X01002816",2
"9014","B4H0958",1
"9015","B4H0001",1
"9016","B4H0002",2
"9017","B4H0003",2
"9018","B4H0004",2
"9019","B4H0005",2
"9020","B4H0006",2
"9021","B4H0007",1
"9022","B4H0008",2
"9023","X01002916",1
"9024","X02002916",1
"9025","B4H0940",1
"9026","B4H0556",2
"9027","B4H0557",1
"9028","B4H0558",2
"9029","B4H0559",2
"9030","B4H0560",2
"9031","B4H0561",2
"9032","B4H0562",1
