"year_","no","box1","box2"
2021,7,203,26
2021,7,203,44
2021,7,223,26
2021,7,223,44
2021,7,202,26
2021,7,202,44
2021,7,224,26
2021,7,224,44
2021,8,51,26
2021,8,51,44
2021,8,225,26
2021,8,225,44
2021,7,90,26
2021,7,90,44
2021,7,226,26
2021,7,226,44
2021,7,227,26
2021,7,227,44
2021,7,228,26
2021,7,228,44
2021,7,229,26
2021,7,229,44
2021,7,230,26
2021,7,230,44
2021,8,218,26
2021,8,218,44
2021,8,231,26
2021,8,231,44
2021,8,233,26
2021,8,233,44
2021,8,234,26
2021,8,234,44
2021,8,235,26
2021,8,235,44
2021,8,236,26
2021,8,236,44
2021,9,232,26
2021,9,232,44
2021,9,238,26
2021,9,238,44
2021,9,239,26
2021,9,239,44
2021,9,240,26
2021,9,240,44
2021,8,242,26
2021,8,242,44
2021,8,243,26
2021,8,243,44
2021,7,171,26
2021,7,171,44
2021,7,244,26
2021,7,244,44
2021,8,22,26
2021,8,22,44
2021,8,245,26
2021,8,245,44
2021,9,91,26
2021,9,91,44
2021,9,246,26
2021,9,246,44
2021,8,247,26
2021,8,247,44
2021,8,248,26
2021,8,248,44
2021,8,250,26
2021,8,250,44
2021,8,251,26
2021,8,251,44
2021,9,241,26
2021,9,241,44
2021,9,252,26
2021,9,252,44
2021,9,253,26
2021,9,253,44
2021,9,254,26
2021,9,254,44
2021,9,237,26
2021,9,237,44
2021,9,255,26
2021,9,255,44
2021,10,256,26
2021,10,256,44
2021,10,257,26
2021,10,257,44
2021,10,258,26
2021,10,258,44
2021,10,259,26
2021,10,259,44
2021,9,260,26
2021,9,260,44
2021,9,261,26
2021,9,261,44
2021,9,249,26
2021,9,249,44
2021,9,262,26
2021,9,262,44
2021,9,263,26
2021,9,263,44
2021,9,264,26
2021,9,264,44
2021,9,53,26
2021,9,53,44
2021,9,266,26
2021,9,266,44
2021,9,265,26
2021,9,265,44
2021,9,267,26
2021,9,267,44
2021,10,268,26
2021,10,268,44
2021,10,269,26
2021,10,269,44
2021,10,270,26
2021,10,270,44
2021,10,271,26
2021,10,271,44
2021,11,272,26
2021,11,272,44
2021,11,273,26
2021,11,273,44
2021,10,274,26
2021,10,274,44
2021,10,275,26
2021,10,275,44
2021,10,170,26
2021,10,170,44
2021,10,276,26
2021,10,276,44
2021,11,47,26
2021,11,47,44
2021,11,277,26
2021,11,277,44
2021,6,1,46
2021,6,1,57
2021,6,2,46
2021,6,2,57
2021,5,3,46
2021,5,3,57
2021,5,4,46
2021,5,4,57
2021,4,5,46
2021,4,5,57
2021,4,6,46
2021,4,6,57
2021,3,7,46
2021,3,7,57
2021,3,8,46
2021,3,8,57
2021,2,9,46
2021,2,9,57
2021,2,10,46
2021,2,10,57
2021,1,11,46
2021,1,11,57
2021,1,25,46
2021,1,25,57
2021,1,12,46
2021,1,12,57
2021,1,13,46
2021,1,13,57
2021,2,14,46
2021,2,14,57
2021,2,15,46
2021,2,15,57
2021,3,16,46
2021,3,16,57
2021,3,17,46
2021,3,17,57
2021,4,18,46
2021,4,18,57
2021,4,19,46
2021,4,19,57
2021,2,20,46
2021,2,20,57
2021,2,21,46
2021,2,21,57
2021,1,23,46
2021,1,23,57
2021,1,24,46
2021,1,24,57
2021,2,27,46
2021,2,27,57
2021,2,28,46
2021,2,28,57
2021,3,29,46
2021,3,29,57
2021,3,30,46
2021,3,30,57
2021,4,31,46
2021,4,31,57
2021,4,114,46
2021,4,114,57
2021,5,32,46
2021,5,32,57
2021,5,33,46
2021,5,33,57
2021,6,34,46
2021,6,34,57
2021,6,37,46
2021,6,37,57
2021,7,35,46
2021,7,35,57
2021,7,58,46
2021,7,58,57
2021,7,36,46
2021,7,36,57
2021,7,66,46
2021,7,66,57
2021,5,38,46
2021,5,38,57
2021,5,39,46
2021,5,39,57
2021,3,41,46
2021,3,41,57
2021,3,42,46
2021,3,42,57
2021,2,43,46
2021,2,43,57
2021,2,45,46
2021,2,45,57
2021,1,26,46
2021,1,26,57
2021,1,44,46
2021,1,44,57
2021,0,46,46
2021,0,46,57
2021,0,57,46
2021,0,57,57
2021,1,48,46
2021,1,48,57
2021,1,54,46
2021,1,54,57
2021,2,49,46
2021,2,49,57
2021,2,50,46
2021,2,50,57
2021,3,52,46
2021,3,52,57
2021,3,82,46
2021,3,82,57
2021,1,55,46
2021,1,55,57
2021,1,56,46
2021,1,56,57
2021,3,61,46
2021,3,61,57
2021,3,62,46
2021,3,62,57
2021,4,40,46
2021,4,40,57
2021,4,63,46
2021,4,63,57
2021,5,64,46
2021,5,64,57
2021,5,65,46
2021,5,65,57
2021,6,67,46
2021,6,67,57
2021,6,68,46
2021,6,68,57
2021,5,69,46
2021,5,69,57
2021,5,70,46
2021,5,70,57
2021,4,71,46
2021,4,71,57
2021,4,72,46
2021,4,72,57
2021,3,60,46
2021,3,60,57
2021,3,73,46
2021,3,73,57
2021,2,59,46
2021,2,59,57
2021,2,74,46
2021,2,74,57
2021,2,75,46
2021,2,75,57
2021,2,89,46
2021,2,89,57
2021,1,76,46
2021,1,76,57
2021,1,88,46
2021,1,88,57
2021,1,77,46
2021,1,77,57
2021,1,87,46
2021,1,87,57
2021,1,78,46
2021,1,78,57
2021,1,79,46
2021,1,79,57
2021,2,80,46
2021,2,80,57
2021,2,84,46
2021,2,84,57
2021,3,81,46
2021,3,81,57
2021,3,83,46
2021,3,83,57
2021,2,85,46
2021,2,85,57
2021,2,86,46
2021,2,86,57
2021,6,95,46
2021,6,95,57
2021,6,96,46
2021,6,96,57
2021,7,98,46
2021,7,98,57
2021,7,99,46
2021,7,99,57
2021,5,94,46
2021,5,94,57
2021,5,100,46
2021,5,100,57
2021,5,93,46
2021,5,93,57
2021,5,101,46
2021,5,101,57
2021,4,92,46
2021,4,92,57
2021,4,102,46
2021,4,102,57
2021,3,103,46
2021,3,103,57
2021,3,104,46
2021,3,104,57
2021,2,106,46
2021,2,106,57
2021,2,107,46
2021,2,107,57
2021,2,108,46
2021,2,108,57
2021,2,109,46
2021,2,109,57
2021,3,110,46
2021,3,110,57
2021,3,111,46
2021,3,111,57
2021,3,112,46
2021,3,112,57
2021,3,113,46
2021,3,113,57
2021,2,115,46
2021,2,115,57
2021,2,116,46
2021,2,116,57
2021,3,119,46
2021,3,119,57
2021,3,120,46
2021,3,120,57
2021,5,122,46
2021,5,122,57
2021,5,123,46
2021,5,123,57
2021,6,124,46
2021,6,124,57
2021,6,125,46
2021,6,125,57
2021,6,126,46
2021,6,126,57
2021,6,127,46
2021,6,127,57
2021,4,128,46
2021,4,128,57
2021,4,129,46
2021,4,129,57
2021,4,130,46
2021,4,130,57
2021,4,131,46
2021,4,131,57
2021,3,132,46
2021,3,132,57
2021,3,133,46
2021,3,133,57
2021,3,117,46
2021,3,117,57
2021,3,134,46
2021,3,134,57
2021,3,135,46
2021,3,135,57
2021,3,136,46
2021,3,136,57
2021,4,137,46
2021,4,137,57
2021,4,138,46
2021,4,138,57
2021,4,139,46
2021,4,139,57
2021,4,140,46
2021,4,140,57
2021,4,141,46
2021,4,141,57
2021,4,142,46
2021,4,142,57
2021,4,144,46
2021,4,144,57
2021,4,145,46
2021,4,145,57
2021,4,146,46
2021,4,146,57
2021,4,147,46
2021,4,147,57
2021,5,149,46
2021,5,149,57
2021,5,150,46
2021,5,150,57
2021,6,151,46
2021,6,151,57
2021,6,152,46
2021,6,152,57
2021,6,153,46
2021,6,153,57
2021,6,154,46
2021,6,154,57
2021,6,155,46
2021,6,155,57
2021,6,175,46
2021,6,175,57
2021,5,121,46
2021,5,121,57
2021,5,156,46
2021,5,156,57
2021,5,148,46
2021,5,148,57
2021,5,157,46
2021,5,157,57
2021,5,158,46
2021,5,158,57
2021,5,172,46
2021,5,172,57
2021,4,159,46
2021,4,159,57
2021,4,160,46
2021,4,160,57
2021,4,161,46
2021,4,161,57
2021,4,169,46
2021,4,169,57
2021,4,143,46
2021,4,143,57
2021,4,162,46
2021,4,162,57
2021,4,163,46
2021,4,163,57
2021,4,164,46
2021,4,164,57
2021,5,165,46
2021,5,165,57
2021,5,166,46
2021,5,166,57
2021,5,167,46
2021,5,167,57
2021,5,168,46
2021,5,168,57
2021,6,176,46
2021,6,176,57
2021,6,177,46
2021,6,177,57
2021,7,178,46
2021,7,178,57
2021,7,179,46
2021,7,179,57
2021,6,174,46
2021,6,174,57
2021,6,180,46
2021,6,180,57
2021,6,181,46
2021,6,181,57
2021,6,197,46
2021,6,197,57
2021,5,173,46
2021,5,173,57
2021,5,182,46
2021,5,182,57
2021,5,183,46
2021,5,183,57
2021,5,196,46
2021,5,196,57
2021,5,184,46
2021,5,184,57
2021,5,185,46
2021,5,185,57
2021,5,186,46
2021,5,186,57
2021,5,187,46
2021,5,187,57
2021,6,188,46
2021,6,188,57
2021,6,189,46
2021,6,189,57
2021,6,190,46
2021,6,190,57
2021,6,191,46
2021,6,191,57
2021,6,192,46
2021,6,192,57
2021,6,193,46
2021,6,193,57
2021,6,194,46
2021,6,194,57
2021,6,195,46
2021,6,195,57
2021,7,198,46
2021,7,198,57
2021,7,199,46
2021,7,199,57
2021,7,105,46
2021,7,105,57
2021,7,200,46
2021,7,200,57
2021,8,118,46
2021,8,118,57
2021,8,201,46
2021,8,201,57
2021,7,204,46
2021,7,204,57
2021,7,205,46
2021,7,205,57
2021,6,206,46
2021,6,206,57
2021,6,207,46
2021,6,207,57
2021,7,208,46
2021,7,208,57
2021,7,209,46
2021,7,209,57
2021,6,210,46
2021,6,210,57
2021,6,211,46
2021,6,211,57
2021,7,212,46
2021,7,212,57
2021,7,213,46
2021,7,213,57
2021,7,214,46
2021,7,214,57
2021,7,215,46
2021,7,215,57
2021,7,216,46
2021,7,216,57
2021,7,217,46
2021,7,217,57
2021,7,219,46
2021,7,219,57
2021,7,220,46
2021,7,220,57
2021,7,221,46
2021,7,221,57
2021,7,222,46
2021,7,222,57
2021,8,203,46
2021,8,203,57
2021,8,223,46
2021,8,223,57
2021,8,202,46
2021,8,202,57
2021,8,224,46
2021,8,224,57
2021,9,51,46
2021,9,51,57
2021,9,225,46
2021,9,225,57
2021,8,90,46
2021,8,90,57
2021,8,226,46
2021,8,226,57
2021,7,227,46
2021,7,227,57
2021,7,228,46
2021,7,228,57
2021,7,229,46
2021,7,229,57
2021,7,230,46
2021,7,230,57
2021,8,218,46
2021,8,218,57
2021,8,231,46
2021,8,231,57
2021,8,233,46
2021,8,233,57
2021,8,234,46
2021,8,234,57
2021,8,235,46
2021,8,235,57
2021,8,236,46
2021,8,236,57
2021,9,232,46
2021,9,232,57
2021,9,238,46
2021,9,238,57
2021,9,239,46
2021,9,239,57
2021,9,240,46
2021,9,240,57
2021,8,242,46
2021,8,242,57
2021,8,243,46
2021,8,243,57
2021,8,171,46
2021,8,171,57
2021,8,244,46
2021,8,244,57
2021,9,22,46
2021,9,22,57
2021,9,245,46
2021,9,245,57
2021,10,91,46
2021,10,91,57
2021,10,246,46
2021,10,246,57
2021,9,247,46
2021,9,247,57
2021,9,248,46
2021,9,248,57
2021,8,250,46
2021,8,250,57
2021,8,251,46
2021,8,251,57
2021,9,241,46
2021,9,241,57
2021,9,252,46
2021,9,252,57
2021,9,253,46
2021,9,253,57
2021,9,254,46
2021,9,254,57
2021,9,237,46
2021,9,237,57
2021,9,255,46
2021,9,255,57
2021,10,256,46
2021,10,256,57
2021,10,257,46
2021,10,257,57
2021,10,258,46
2021,10,258,57
2021,10,259,46
2021,10,259,57
2021,9,260,46
2021,9,260,57
2021,9,261,46
2021,9,261,57
2021,9,249,46
2021,9,249,57
2021,9,262,46
2021,9,262,57
2021,9,263,46
2021,9,263,57
2021,9,264,46
2021,9,264,57
2021,10,53,46
2021,10,53,57
2021,10,266,46
2021,10,266,57
2021,10,265,46
2021,10,265,57
2021,10,267,46
2021,10,267,57
2021,10,268,46
2021,10,268,57
2021,10,269,46
2021,10,269,57
2021,10,270,46
2021,10,270,57
2021,10,271,46
2021,10,271,57
2021,11,272,46
2021,11,272,57
2021,11,273,46
2021,11,273,57
2021,10,274,46
2021,10,274,57
2021,10,275,46
2021,10,275,57
2021,11,170,46
2021,11,170,57
2021,11,276,46
2021,11,276,57
2021,12,47,46
2021,12,47,57
2021,12,277,46
2021,12,277,57
2021,7,1,48
2021,7,1,54
2021,7,2,48
2021,7,2,54
2021,6,3,48
2021,6,3,54
2021,6,4,48
2021,6,4,54
2021,5,5,48
2021,5,5,54
2021,5,6,48
2021,5,6,54
2021,4,7,48
2021,4,7,54
2021,4,8,48
2021,4,8,54
2021,3,9,48
2021,3,9,54
2021,3,10,48
2021,3,10,54
2021,2,11,48
2021,2,11,54
2021,2,25,48
2021,2,25,54
2021,2,12,48
2021,2,12,54
2021,2,13,48
2021,2,13,54
2021,1,14,48
2021,1,14,54
2021,1,15,48
2021,1,15,54
2021,2,16,48
2021,2,16,54
2021,2,17,48
2021,2,17,54
2021,3,18,48
2021,3,18,54
2021,3,19,48
2021,3,19,54
2021,1,20,48
2021,1,20,54
2021,1,21,48
2021,1,21,54
2021,1,23,48
2021,1,23,54
2021,1,24,48
2021,1,24,54
2021,3,27,48
2021,3,27,54
2021,3,28,48
2021,3,28,54
2021,4,29,48
2021,4,29,54
2021,4,30,48
2021,4,30,54
2021,5,31,48
2021,5,31,54
2021,5,114,48
2021,5,114,54
2021,6,32,48
2021,6,32,54
2021,6,33,48
2021,6,33,54
2021,7,34,48
2021,7,34,54
2021,7,37,48
2021,7,37,54
2021,8,35,48
2021,8,35,54
2021,8,58,48
2021,8,58,54
2021,8,36,48
2021,8,36,54
2021,8,66,48
2021,8,66,54
2021,6,38,48
2021,6,38,54
2021,6,39,48
2021,6,39,54
2021,4,41,48
2021,4,41,54
2021,4,42,48
2021,4,42,54
2021,3,43,48
2021,3,43,54
2021,3,45,48
2021,3,45,54
2021,2,26,48
2021,2,26,54
2021,2,44,48
2021,2,44,54
2021,1,46,48
2021,1,46,54
2021,1,57,48
2021,1,57,54
2021,0,48,48
2021,0,48,54
2021,0,54,48
2021,0,54,54
2021,1,49,48
2021,1,49,54
2021,1,50,48
2021,1,50,54
2021,2,52,48
2021,2,52,54
2021,2,82,48
2021,2,82,54
2021,1,55,48
2021,1,55,54
2021,1,56,48
2021,1,56,54
2021,4,61,48
2021,4,61,54
2021,4,62,48
2021,4,62,54
2021,5,40,48
2021,5,40,54
2021,5,63,48
2021,5,63,54
2021,6,64,48
2021,6,64,54
2021,6,65,48
2021,6,65,54
2021,7,67,48
2021,7,67,54
2021,7,68,48
2021,7,68,54
2021,6,69,48
2021,6,69,54
2021,6,70,48
2021,6,70,54
2021,5,71,48
2021,5,71,54
2021,5,72,48
2021,5,72,54
2021,4,60,48
2021,4,60,54
2021,4,73,48
2021,4,73,54
2021,3,59,48
2021,3,59,54
2021,3,74,48
2021,3,74,54
2021,3,75,48
2021,3,75,54
2021,3,89,48
2021,3,89,54
2021,2,76,48
2021,2,76,54
2021,2,88,48
2021,2,88,54
2021,2,77,48
2021,2,77,54
2021,2,87,48
2021,2,87,54
2021,2,78,48
2021,2,78,54
2021,2,79,48
2021,2,79,54
2021,1,80,48
2021,1,80,54
2021,1,84,48
2021,1,84,54
2021,2,81,48
2021,2,81,54
2021,2,83,48
2021,2,83,54
2021,2,85,48
2021,2,85,54
2021,2,86,48
2021,2,86,54
2021,7,95,48
2021,7,95,54
2021,7,96,48
2021,7,96,54
2021,8,98,48
2021,8,98,54
2021,8,99,48
2021,8,99,54
2021,6,94,48
2021,6,94,54
2021,6,100,48
2021,6,100,54
2021,6,93,48
2021,6,93,54
2021,6,101,48
2021,6,101,54
2021,5,92,48
2021,5,92,54
2021,5,102,48
2021,5,102,54
2021,4,103,48
2021,4,103,54
2021,4,104,48
2021,4,104,54
2021,3,106,48
2021,3,106,54
2021,3,107,48
2021,3,107,54
2021,3,108,48
2021,3,108,54
2021,3,109,48
2021,3,109,54
2021,2,110,48
2021,2,110,54
2021,2,111,48
2021,2,111,54
2021,3,112,48
2021,3,112,54
2021,3,113,48
2021,3,113,54
2021,3,115,48
2021,3,115,54
2021,3,116,48
2021,3,116,54
2021,4,119,48
2021,4,119,54
2021,4,120,48
2021,4,120,54
2021,6,122,48
2021,6,122,54
2021,6,123,48
2021,6,123,54
2021,7,124,48
2021,7,124,54
2021,7,125,48
2021,7,125,54
2021,7,126,48
2021,7,126,54
2021,7,127,48
2021,7,127,54
2021,5,128,48
2021,5,128,54
2021,5,129,48
2021,5,129,54
2021,5,130,48
2021,5,130,54
2021,5,131,48
2021,5,131,54
2021,4,132,48
2021,4,132,54
2021,4,133,48
2021,4,133,54
2021,4,117,48
2021,4,117,54
2021,4,134,48
2021,4,134,54
2021,4,135,48
2021,4,135,54
2021,4,136,48
2021,4,136,54
2021,4,137,48
2021,4,137,54
2021,4,138,48
2021,4,138,54
2021,5,139,48
2021,5,139,54
2021,5,140,48
2021,5,140,54
2021,5,141,48
2021,5,141,54
2021,5,142,48
2021,5,142,54
2021,5,144,48
2021,5,144,54
2021,5,145,48
2021,5,145,54
2021,5,146,48
2021,5,146,54
2021,5,147,48
2021,5,147,54
2021,6,149,48
2021,6,149,54
2021,6,150,48
2021,6,150,54
2021,7,151,48
2021,7,151,54
2021,7,152,48
2021,7,152,54
2021,7,153,48
2021,7,153,54
2021,7,154,48
2021,7,154,54
2021,7,155,48
2021,7,155,54
2021,7,175,48
2021,7,175,54
2021,6,121,48
2021,6,121,54
2021,6,156,48
2021,6,156,54
2021,6,148,48
2021,6,148,54
2021,6,157,48
2021,6,157,54
2021,6,158,48
2021,6,158,54
2021,6,172,48
2021,6,172,54
2021,5,159,48
2021,5,159,54
2021,5,160,48
2021,5,160,54
2021,5,161,48
2021,5,161,54
2021,5,169,48
2021,5,169,54
2021,5,143,48
2021,5,143,54
2021,5,162,48
2021,5,162,54
2021,5,163,48
2021,5,163,54
2021,5,164,48
2021,5,164,54
2021,5,165,48
2021,5,165,54
2021,5,166,48
2021,5,166,54
2021,6,167,48
2021,6,167,54
2021,6,168,48
2021,6,168,54
2021,7,176,48
2021,7,176,54
2021,7,177,48
2021,7,177,54
2021,8,178,48
2021,8,178,54
2021,8,179,48
2021,8,179,54
2021,7,174,48
2021,7,174,54
2021,7,180,48
2021,7,180,54
2021,7,181,48
2021,7,181,54
2021,7,197,48
2021,7,197,54
2021,6,173,48
2021,6,173,54
2021,6,182,48
2021,6,182,54
2021,6,183,48
2021,6,183,54
2021,6,196,48
2021,6,196,54
2021,6,184,48
2021,6,184,54
2021,6,185,48
2021,6,185,54
2021,6,186,48
2021,6,186,54
2021,6,187,48
2021,6,187,54
2021,6,188,48
2021,6,188,54
2021,6,189,48
2021,6,189,54
2021,6,190,48
2021,6,190,54
2021,6,191,48
2021,6,191,54
2021,7,192,48
2021,7,192,54
2021,7,193,48
2021,7,193,54
2021,7,194,48
2021,7,194,54
2021,7,195,48
2021,7,195,54
2021,8,198,48
2021,8,198,54
2021,8,199,48
2021,8,199,54
2021,8,105,48
2021,8,105,54
2021,8,200,48
2021,8,200,54
2021,9,118,48
2021,9,118,54
2021,9,201,48
2021,9,201,54
2021,8,204,48
2021,8,204,54
2021,8,205,48
2021,8,205,54
2021,7,206,48
2021,7,206,54
2021,7,207,48
2021,7,207,54
2021,8,208,48
2021,8,208,54
2021,8,209,48
2021,8,209,54
2021,7,210,48
2021,7,210,54
2021,7,211,48
2021,7,211,54
2021,7,212,48
2021,7,212,54
2021,7,213,48
2021,7,213,54
2021,8,214,48
2021,8,214,54
2021,8,215,48
2021,8,215,54
2021,8,216,48
2021,8,216,54
2021,8,217,48
2021,8,217,54
2021,8,219,48
2021,8,219,54
2021,8,220,48
2021,8,220,54
2021,8,221,48
2021,8,221,54
2021,8,222,48
2021,8,222,54
2021,9,203,48
2021,9,203,54
2021,9,223,48
2021,9,223,54
2021,9,202,48
2021,9,202,54
2021,9,224,48
2021,9,224,54
2021,10,51,48
2021,10,51,54
2021,10,225,48
2021,10,225,54
2021,9,90,48
2021,9,90,54
2021,9,226,48
2021,9,226,54
2021,8,227,48
2021,8,227,54
2021,8,228,48
2021,8,228,54
2021,8,229,48
2021,8,229,54
2021,8,230,48
2021,8,230,54
2021,9,218,48
2021,9,218,54
2021,9,231,48
2021,9,231,54
2021,9,233,48
2021,9,233,54
2021,9,234,48
2021,9,234,54
2021,9,235,48
2021,9,235,54
2021,9,236,48
2021,9,236,54
2021,10,232,48
2021,10,232,54
2021,10,238,48
2021,10,238,54
2021,10,239,48
2021,10,239,54
2021,10,240,48
2021,10,240,54
2021,9,242,48
2021,9,242,54
2021,9,243,48
2021,9,243,54
2021,9,171,48
2021,9,171,54
2021,9,244,48
2021,9,244,54
2021,10,22,48
2021,10,22,54
2021,10,245,48
2021,10,245,54
2021,11,91,48
2021,11,91,54
2021,11,246,48
2021,11,246,54
2021,10,247,48
2021,10,247,54
2021,10,248,48
2021,10,248,54
2021,9,250,48
2021,9,250,54
2021,9,251,48
2021,9,251,54
2021,10,241,48
2021,10,241,54
2021,10,252,48
2021,10,252,54
2021,10,253,48
2021,10,253,54
2021,10,254,48
2021,10,254,54
2021,10,237,48
2021,10,237,54
2021,10,255,48
2021,10,255,54
2021,11,256,48
2021,11,256,54
2021,11,257,48
2021,11,257,54
2021,11,258,48
2021,11,258,54
2021,11,259,48
2021,11,259,54
2021,10,260,48
2021,10,260,54
2021,10,261,48
2021,10,261,54
2021,10,249,48
2021,10,249,54
2021,10,262,48
2021,10,262,54
2021,10,263,48
2021,10,263,54
2021,10,264,48
2021,10,264,54
2021,11,53,48
2021,11,53,54
2021,11,266,48
2021,11,266,54
2021,11,265,48
2021,11,265,54
2021,11,267,48
2021,11,267,54
2021,11,268,48
2021,11,268,54
2021,11,269,48
2021,11,269,54
2021,11,270,48
2021,11,270,54
2021,11,271,48
2021,11,271,54
2021,12,272,48
2021,12,272,54
2021,12,273,48
2021,12,273,54
2021,11,274,48
2021,11,274,54
2021,11,275,48
2021,11,275,54
2021,12,170,48
2021,12,170,54
2021,12,276,48
2021,12,276,54
2021,13,47,48
2021,13,47,54
2021,13,277,48
2021,13,277,54
2021,8,1,49
2021,8,1,50
2021,8,2,49
2021,8,2,50
2021,7,3,49
2021,7,3,50
2021,7,4,49
2021,7,4,50
2021,6,5,49
2021,6,5,50
2021,6,6,49
2021,6,6,50
2021,5,7,49
2021,5,7,50
2021,5,8,49
2021,5,8,50
2021,4,9,49
2021,4,9,50
2021,4,10,49
2021,4,10,50
2021,3,11,49
2021,3,11,50
2021,3,25,49
2021,3,25,50
2021,3,12,49
2021,3,12,50
2021,3,13,49
2021,3,13,50
2021,1,14,49
2021,1,14,50
2021,1,15,49
2021,1,15,50
2021,1,16,49
2021,1,16,50
2021,1,17,49
2021,1,17,50
2021,2,18,49
2021,2,18,50
2021,2,19,49
2021,2,19,50
2021,2,23,49
2021,2,23,50
2021,2,24,49
2021,2,24,50
2021,4,27,49
2021,4,27,50
2021,4,28,49
2021,4,28,50
2021,5,29,49
2021,5,29,50
2021,5,30,49
2021,5,30,50
2021,6,31,49
2021,6,31,50
2021,6,114,49
2021,6,114,50
2021,7,32,49
2021,7,32,50
2021,7,33,49
2021,7,33,50
2021,8,34,49
2021,8,34,50
2021,8,37,49
2021,8,37,50
2021,9,35,49
2021,9,35,50
2021,9,58,49
2021,9,58,50
2021,9,36,49
2021,9,36,50
2021,9,66,49
2021,9,66,50
2021,7,38,49
2021,7,38,50
2021,7,39,49
2021,7,39,50
2021,5,41,49
2021,5,41,50
2021,5,42,49
2021,5,42,50
2021,4,43,49
2021,4,43,50
2021,4,45,49
2021,4,45,50
2021,3,26,49
2021,3,26,50
2021,3,44,49
2021,3,44,50
2021,2,46,49
2021,2,46,50
2021,2,57,49
2021,2,57,50
2021,1,48,49
2021,1,48,50
2021,1,54,49
2021,1,54,50
2021,0,49,49
2021,0,49,50
2021,0,50,49
2021,0,50,50
2021,1,52,49
2021,1,52,50
2021,1,82,49
2021,1,82,50
2021,2,55,49
2021,2,55,50
2021,2,56,49
2021,2,56,50
2021,5,61,49
2021,5,61,50
2021,5,62,49
2021,5,62,50
2021,6,40,49
2021,6,40,50
2021,6,63,49
2021,6,63,50
2021,7,64,49
2021,7,64,50
2021,7,65,49
2021,7,65,50
2021,8,67,49
2021,8,67,50
2021,8,68,49
2021,8,68,50
2021,7,69,49
2021,7,69,50
2021,7,70,49
2021,7,70,50
2021,6,71,49
2021,6,71,50
2021,6,72,49
2021,6,72,50
2021,5,60,49
2021,5,60,50
2021,5,73,49
2021,5,73,50
2021,4,59,49
2021,4,59,50
2021,4,74,49
2021,4,74,50
2021,4,75,49
2021,4,75,50
2021,4,89,49
2021,4,89,50
2021,3,76,49
2021,3,76,50
2021,3,88,49
2021,3,88,50
2021,3,77,49
2021,3,77,50
2021,3,87,49
2021,3,87,50
2021,3,78,49
2021,3,78,50
2021,3,79,49
2021,3,79,50
2021,1,80,49
2021,1,80,50
2021,1,84,49
2021,1,84,50
2021,1,81,49
2021,1,81,50
2021,1,83,49
2021,1,83,50
2021,2,85,49
2021,2,85,50
2021,2,86,49
2021,2,86,50
2021,8,95,49
2021,8,95,50
2021,8,96,49
2021,8,96,50
2021,9,98,49
2021,9,98,50
2021,9,99,49
2021,9,99,50
2021,7,94,49
2021,7,94,50
2021,7,100,49
2021,7,100,50
2021,7,93,49
2021,7,93,50
2021,7,101,49
2021,7,101,50
2021,6,92,49
2021,6,92,50
2021,6,102,49
2021,6,102,50
2021,5,103,49
2021,5,103,50
2021,5,104,49
2021,5,104,50
2021,4,106,49
2021,4,106,50
2021,4,107,49
2021,4,107,50
2021,3,108,49
2021,3,108,50
2021,3,109,49
2021,3,109,50
2021,2,110,49
2021,2,110,50
2021,2,111,49
2021,2,111,50
2021,3,112,49
2021,3,112,50
2021,3,113,49
2021,3,113,50
2021,4,115,49
2021,4,115,50
2021,4,116,49
2021,4,116,50
2021,5,119,49
2021,5,119,50
2021,5,120,49
2021,5,120,50
2021,7,122,49
2021,7,122,50
2021,7,123,49
2021,7,123,50
2021,8,124,49
2021,8,124,50
2021,8,125,49
2021,8,125,50
2021,8,126,49
2021,8,126,50
2021,8,127,49
2021,8,127,50
2021,6,128,49
2021,6,128,50
2021,6,129,49
2021,6,129,50
2021,6,130,49
2021,6,130,50
2021,6,131,49
2021,6,131,50
2021,5,132,49
2021,5,132,50
2021,5,133,49
2021,5,133,50
2021,5,117,49
2021,5,117,50
2021,5,134,49
2021,5,134,50
2021,4,135,49
2021,4,135,50
2021,4,136,49
2021,4,136,50
2021,4,137,49
2021,4,137,50
2021,4,138,49
2021,4,138,50
2021,5,139,49
2021,5,139,50
2021,5,140,49
2021,5,140,50
2021,5,141,49
2021,5,141,50
2021,5,142,49
2021,5,142,50
2021,6,144,49
2021,6,144,50
2021,6,145,49
2021,6,145,50
2021,6,146,49
2021,6,146,50
2021,6,147,49
2021,6,147,50
2021,7,149,49
2021,7,149,50
2021,7,150,49
2021,7,150,50
2021,8,151,49
2021,8,151,50
2021,8,152,49
2021,8,152,50
2021,8,153,49
2021,8,153,50
2021,8,154,49
2021,8,154,50
2021,8,155,49
2021,8,155,50
2021,8,175,49
2021,8,175,50
2021,7,121,49
2021,7,121,50
2021,7,156,49
2021,7,156,50
2021,7,148,49
2021,7,148,50
2021,7,157,49
2021,7,157,50
2021,7,158,49
2021,7,158,50
2021,7,172,49
2021,7,172,50
2021,6,159,49
2021,6,159,50
2021,6,160,49
2021,6,160,50
2021,6,161,49
2021,6,161,50
2021,6,169,49
2021,6,169,50
2021,6,143,49
2021,6,143,50
2021,6,162,49
2021,6,162,50
2021,5,163,49
2021,5,163,50
2021,5,164,49
2021,5,164,50
2021,5,165,49
2021,5,165,50
2021,5,166,49
2021,5,166,50
2021,6,167,49
2021,6,167,50
